Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2021 Madrid R32,L vs Halep,84.5%,44.9%,13.8%,5/3,2.55,0.0%,83.3%,46.7%,13.9%,2.59,0.0%,95.0%,42.1%,15.0%,2.46,0.0%
2020 Doha QF,L vs Sabalenka,78.6%,43.2%,1.9%,2/0,2.46,5.1%,82.9%,36.2%,2.9%,2.46,6.2%,88.5%,60.9%,0.0%,2.46,0.0%
2020 Doha R16,W vs Bertens,82.0%,56.1%,1.0%,0/1,2.45,6.6%,85.5%,57.6%,1.4%,2.49,8.7%,88.5%,52.2%,0.0%,2.32,0.0%
2019 Zhuhai SF,L vs Bertens,71.6%,54.8%,1.0%,0/1,2.19,3.4%,75.4%,43.5%,1.6%,2.15,5.7%,79.4%,74.1%,0.0%,2.26,0.0%
2019 Beijing R16,L vs Barty,69.7%,36.2%,7.1%,7/0,2.30,9.8%,61.8%,32.4%,5.5%,2.23,17.0%,85.4%,40.0%,9.8%,2.38,0.0%
2019 Zhengzhou R32,W vs Schoofs,77.6%,52.5%,3.9%,1/2,2.32,1.7%,86.5%,51.1%,1.9%,2.52,2.9%,82.4%,57.1%,11.8%,2.03,0.0%
2019 Cincinnati R16,L vs Sabalenka,72.1%,34.1%,4.9%,1/2,2.34,9.1%,73.7%,28.6%,2.6%,2.36,14.8%,88.9%,43.8%,11.1%,2.32,0.0%
2019 San Jose F,W vs Sabalenka,73.6%,50.9%,1.4%,0/1,2.53,4.3%,73.0%,51.9%,0.0%,2.48,5.7%,96.3%,50.0%,3.7%,2.68,0.0%
2019 Wimbledon R128,L vs Barty,67.3%,28.6%,0.0%,0/0,2.39,22.4%,69.0%,20.0%,0.0%,2.20,16.7%,78.9%,40.0%,0.0%,2.92,38.5%
2019 Strasbourg R32,W vs Tan,89.8%,46.8%,0.0%,0/0,2.48,4.4%,89.5%,45.1%,0.0%,2.66,2.0%,96.6%,50.0%,0.0%,2.04,10.5%
2019 Acapulco QF,L vs Andreescu,75.9%,43.9%,6.9%,4/2,2.02,11.3%,85.7%,42.9%,2.0%,1.96,16.7%,68.6%,45.8%,14.3%,2.06,6.9%
2018 Nanchang F,L vs Wang,67.4%,32.3%,8.7%,2/2,2.54,0.0%,63.0%,17.6%,11.1%,2.68,0.0%,77.8%,50.0%,5.6%,2.19,0.0%
2018 Wimbledon R64,L vs Halep,75.0%,41.7%,4.2%,0/2,2.41,1.9%,83.3%,32.0%,3.3%,2.19,2.6%,91.7%,63.6%,8.3%,2.95,0.0%
2018 Anning F,L vs Khromacheva,79.4%,55.6%,3.9%,1/3,2.56,2.6%,84.7%,58.0%,1.7%,2.45,3.6%,86.1%,51.6%,8.3%,2.84,0.0%
2018 Zhengzhou F,W vs Wang,83.0%,57.8%,1.0%,1/0,2.12,2.9%,85.9%,60.7%,1.4%,2.15,3.5%,91.7%,50.0%,0.0%,2.01,0.0%
2017 ITF Quanzhou R16,W vs Raina,80.3%,67.3%,6.6%,1/3,2.33,7.3%,83.8%,74.2%,2.7%,2.09,16.7%,81.8%,55.6%,13.6%,2.52,0.0%
2017 ITF Zhuhai R32,W vs Sabalenka,82.4%,68.9%,10.8%,2/6,2.76,2.2%,81.3%,64.1%,6.3%,2.64,4.2%,88.0%,77.3%,20.0%,2.88,0.0%
2016 US Open R128,W vs Puig,84.0%,54.8%,6.0%,0/3,2.44,2.9%,89.7%,61.5%,0.0%,2.48,5.9%,76.2%,43.8%,14.3%,2.40,0.0%
2016 Nottingham QF,W vs Moore,74.0%,37.8%,2.0%,1/0,2.52,36.2%,80.0%,37.5%,0.0%,2.65,58.6%,86.7%,38.5%,6.7%,2.31,0.0%
2016 Doha QF,L vs Ostapenko,76.3%,53.3%,6.8%,3/1,2.41,0.0%,81.1%,60.0%,5.4%,2.37,0.0%,78.9%,40.0%,10.5%,2.54,0.0%
Career (24 matches),,77.0%,49.7%,4.2%,48.6%,2.41,5.7%,80.6%,48.2%,3.0%,2.40,7.4%,85.1%,52.4%,7.4%,2.42,2.2%
