Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2018,5,1,4,20.0%,2-9,18.2%,40-60,40.0%,0-1,0.0%,5,56.0%,24.0%,1.6%,3.5%,65.5%,57.0%,42.2%,51.9%,39.5%,45.6%,0.82,R16 (Gstaad)
2017,2,1,1,50.0%,3-3,50.0%,34-32,51.5%,1-2,33.3%,2,80.6%,25.0%,3.3%,3.3%,64.2%,64.5%,58.4%,62.3%,39.8%,50.3%,1.06,R16 (Gstaad)
2016,1,0,1,0.0%,1-2,33.3%,15-15,50.0%,0-0,-,1,46.7%,53.3%,0.9%,2.7%,58.2%,54.7%,41.3%,49.1%,52.3%,50.7%,1.03,R32 (Gstaad)
2011,17,6,11,35.3%,14-26,35.0%,158-187,45.8%,2-0,100.0%,12,-,-,2.5%,3.6%,61.2%,57.4%,45.6%,52.8%,38.8%,46.1%,0.82,R16 (Dubai)
2010,48,28,20,58.3%,57-53,51.8%,521-507,50.7%,4-9,30.8%,44,-,-,3.2%,3.3%,64.3%,60.2%,49.0%,56.2%,43.6%,50.0%,0.99,F (2x)
2009,45,23,22,51.1%,51-50,50.5%,481-478,50.2%,9-3,75.0%,42,-,-,3.6%,3.6%,61.6%,62.0%,50.4%,57.5%,42.1%,49.9%,0.99,F (Budapest)
2008,62,38,24,61.3%,85-61,58.2%,727-656,52.6%,13-4,76.5%,51,-,-,3.6%,3.4%,63.9%,63.7%,50.0%,58.8%,43.9%,51.3%,1.07,W (Bali)
2007,75,48,27,64.0%,109-66,62.3%,891-704,55.9%,5-7,41.7%,66,-,-,4.6%,3.2%,65.6%,65.0%,50.5%,60.0%,44.0%,52.2%,1.10,F (2x)
2006,70,45,25,64.3%,98-58,62.8%,792-660,54.5%,12-7,63.2%,50,-,-,5.2%,3.1%,63.6%,64.6%,49.9%,59.2%,44.9%,52.1%,1.10,F (2x)
2005,83,58,25,69.9%,132-69,65.7%,1030-790,56.6%,8-8,50.0%,20,-,-,4.6%,3.0%,60.6%,64.2%,48.3%,57.9%,44.8%,51.3%,1.07,W (2x)
2004,58,34,24,58.6%,77-55,58.3%,659-587,52.9%,6-7,46.2%,12,-,-,4.7%,4.2%,60.7%,65.1%,51.8%,59.9%,45.6%,52.5%,1.14,SF (4x)
2003,53,30,23,56.6%,63-52,54.8%,546-514,51.5%,5-5,50.0%,7,-,-,3.6%,2.0%,63.1%,63.1%,58.2%,61.3%,42.1%,51.8%,1.09,SF (3x)
2002,62,36,26,58.1%,79-69,53.4%,722-680,51.5%,11-6,64.7%,0,,,,,,,,,,,,W (Zurich)
2001,48,24,24,50.0%,62-55,53.0%,553-559,49.7%,7-4,63.6%,0,,,,,,,,,,,,W (Pattaya)
2000,59,33,26,55.9%,74-63,54.0%,692-640,52.0%,9-6,60.0%,0,,,,,,,,,,,,F (Klagenfurt)
1999,52,29,23,55.8%,63-58,52.1%,526-542,49.3%,8-1,88.9%,0,,,,,,,,,,,,W (Hope Island)
1998,78,56,22,71.8%,114-57,66.7%,867-655,57.0%,10-5,66.7%,0,,,,,,,,,,,,W (5x)
1997,49,23,26,46.9%,52-49,51.5%,469-434,51.9%,4-5,44.4%,0,,,,,,,,,,,,SF (Rome)
1996,23,12,11,52.2%,23-25,47.9%,204-213,48.9%,5-3,62.5%,0,,,,,,,,,,,,F (Karlovy Vary)
1995,2,1,1,50.0%,2-3,40.0%,18-25,41.9%,0-0,-,0,,,,,,,,,,,,R16 (Zurich)
Career,892,526,366,59.0%,1161-883,56.8%,9945-8938,52.7%,119-83,58.9%,312,62.5%,28.9%,4.0%,3.3%,63.5%,63.1%,49.9%,58.3%,43.7%,51.0%,1.05,
