Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,455,272,183,59.8%,593-443,57.2%,5081-4552,52.7%,59-48,55.1%,176,45.5%,40.0%,4.3%,3.3%,63.5%,64.0%,50.1%,58.9%,43.3%,51.2%,1.05
Clay,330,205,125,62.1%,449-305,59.5%,3721-3170,54.0%,44-28,61.1%,112,64.7%,27.6%,3.6%,3.2%,62.7%,61.8%,49.8%,57.3%,44.9%,51.2%,1.05
Grass,36,15,21,41.7%,38-50,43.2%,392-440,47.1%,6-2,75.0%,12,-,-,3.7%,5.7%,66.7%,62.7%,43.4%,56.2%,40.3%,48.3%,0.92
Carpet,71,34,37,47.9%,81-85,48.8%,751-776,49.2%,10-5,66.7%,12,-,-,4.3%,1.9%,67.6%,64.5%,52.9%,60.7%,41.2%,50.8%,1.05
Grand Slams,161,101,60,62.7%,224-156,58.9%,1878-1654,53.2%,25-8,75.8%,85,45.5%,40.0%,4.3%,3.3%,63.2%,63.8%,49.5%,58.5%,44.7%,51.6%,1.08
Premiers,349,194,155,55.6%,440-366,54.6%,3907-3637,51.8%,47-39,54.7%,143,-,-,4.1%,3.2%,64.3%,63.5%,49.6%,58.5%,42.9%,50.8%,1.03
Internationals,142,88,54,62.0%,199-133,59.9%,1668-1408,54.2%,16-13,55.2%,57,69.2%,29.1%,3.6%,3.6%,62.2%,62.8%,50.6%,58.2%,45.3%,51.8%,1.08
Finals,27,11,16,40.7%,29-39,42.6%,297-317,48.4%,2-3,40.0%,6,-,-,2.4%,6.1%,63.3%,58.3%,44.6%,53.3%,39.1%,46.1%,0.84
Semi-finals,54,27,27,50.0%,63-63,50.0%,583-586,49.9%,9-4,69.2%,18,-,-,3.7%,3.0%,64.5%,61.5%,45.1%,55.7%,42.0%,49.0%,0.95
Quarter-finals,107,51,56,47.7%,117-123,48.8%,1097-1136,49.1%,17-14,54.8%,38,-,-,3.5%,3.3%,65.9%,61.3%,47.7%,56.7%,41.5%,49.0%,0.96
vs Righties,816,479,337,58.7%,1062-814,56.6%,9111-8214,52.6%,106-74,58.9%,299,62.5%,28.9%,4.0%,3.3%,63.4%,63.0%,49.8%,58.1%,43.8%,51.0%,1.05
vs Lefties,63,38,25,60.3%,84-59,58.7%,710-623,53.3%,9-8,52.9%,11,-,-,4.3%,3.6%,64.7%,67.6%,50.2%,61.4%,40.2%,50.8%,1.04
vs Top 10,147,42,105,28.6%,113-226,33.3%,1365-1755,43.8%,14-15,48.3%,53,14.3%,12.5%,3.4%,3.1%,64.5%,58.1%,46.3%,53.9%,40.0%,47.2%,0.87
