Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2018 US Open R128,L vs Sharapova,84.3,91.3,7.2,93.1,88.0,108,76,72.3,3.0,72.3,72.4,78,68
2011 Roland Garros R128,L vs Cirstea,88.6,94.5,5.4,,,108,85,77.0,3.4,,,82,69
Career (2 matches),,86.0,92.6,6.5,93.1,88.0,108,76,74.1,3.1,72.3,72.4,82,68
