Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,16,Hard,47,31,16,66.0%,10,7,3,70.0%,1996,2018,SF,25,1.13,5.1%,2.9%,63.3%,66.0%,48.0%,59.4%,45.8%,52.7%,43.8%
Roland Garros,16,Clay,45,29,16,64.4%,4,4,0,100.0%,1996,2011,QF,25,1.10,4.0%,2.4%,61.4%,61.5%,51.8%,57.8%,46.3%,56.1%,45.6%
Wimbledon,16,Grass,26,10,16,38.5%,7,5,2,71.4%,1996,2018,R16,12,0.92,3.7%,5.7%,66.7%,62.7%,43.4%,56.2%,40.3%,53.6%,46.0%
US Open,16,Hard,51,35,16,68.6%,14,9,5,64.3%,1997,2018,QF,27,1.10,4.0%,3.4%,63.3%,64.7%,51.6%,59.9%,44.0%,57.6%,53.4%
Olympics,2,,5,3,2,60.0%,0,0,0,-,2004,2008,R16,0,,,,,,,,,,
Fed Cup,13,,50,33,17,66.0%,13,8,5,61.5%,1996,2018,,1,0.57,1.9%,3.8%,58.5%,32.3%,45.5%,37.7%,35.3%,40.0%,33.3%
Rome,15,Clay,39,24,15,61.5%,11,8,3,72.7%,1997,2011,F,17,1.03,3.3%,3.2%,66.3%,62.3%,43.8%,56.1%,45.2%,59.5%,47.6%
Zurich,15,Hard,32,18,14,56.3%,8,2,6,25.0%,1994,2008,W,4,1.06,5.2%,1.6%,65.1%,61.1%,55.2%,59.0%,43.2%,56.7%,46.7%
Charleston,13,Clay,33,20,13,60.6%,9,6,3,66.7%,2001,2018,F,16,1.02,4.2%,4.2%,58.0%,62.8%,50.9%,57.8%,43.3%,61.9%,39.7%
Amelia Island,12,Clay,27,15,12,55.6%,4,2,2,50.0%,1997,2008,QF,5,0.98,5.3%,5.3%,59.2%,60.4%,51.1%,56.6%,42.3%,55.3%,44.4%
Linz,11,Hard,29,18,11,62.1%,4,3,1,75.0%,1997,2016,F,15,1.06,3.7%,3.0%,71.3%,62.5%,50.5%,59.0%,43.6%,61.1%,52.9%
Berlin,11,Clay,27,16,11,59.3%,7,3,4,42.9%,2004,2008,SF,8,1.17,3.3%,2.9%,66.5%,63.4%,47.3%,58.0%,49.1%,56.5%,51.2%
Luxembourg,11,Hard,23,12,11,52.2%,4,2,2,50.0%,1996,2018,QF,13,1.01,4.5%,3.4%,65.3%,62.2%,49.5%,57.8%,42.5%,54.2%,52.3%
Miami,10,Hard,18,8,10,44.4%,5,4,1,80.0%,2006,2011,R16,11,0.97,4.1%,2.9%,59.8%,66.0%,50.0%,59.5%,39.3%,57.5%,43.5%
Paris,10,Carpet,16,6,10,37.5%,3,3,0,100.0%,1996,2010,SF,8,1.03,3.7%,2.4%,66.5%,64.5%,54.6%,61.2%,39.9%,58.3%,31.1%
