Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2018 Fed Cup RR,L vs Halep,82.4%,38.1%,11.8%,3/3,2.82,0.0%,80.0%,37.5%,10.0%,2.71,0.0%,94.7%,38.9%,15.8%,3.00,0.0%
2009 Madrid SF,L vs Safina,77.8%,34.7%,15.9%,3/7,3.19,10.0%,84.1%,29.7%,6.8%,3.18,15.2%,92.3%,50.0%,53.8%,3.20,0.0%
2007 San Diego F,L vs Sharapova,79.5%,43.9%,4.8%,1/3,2.53,11.7%,78.4%,45.0%,5.9%,2.40,15.9%,96.3%,42.3%,3.7%,2.85,0.0%
2005 Zurich F,L vs Davenport,79.8%,49.3%,6.0%,2/3,2.18,0.0%,76.8%,48.8%,3.6%,2.13,0.0%,92.3%,50.0%,11.5%,2.24,0.0%
2005 Rome F,L vs Mauresmo,82.1%,46.4%,1.2%,0/1,2.53,26.9%,77.4%,43.8%,1.6%,2.39,40.5%,95.5%,52.4%,0.0%,2.76,4.0%
2004 Australian Open SF,L vs Clijsters,79.5%,36.2%,8.2%,0/6,2.65,13.7%,83.7%,36.1%,2.3%,2.44,22.6%,84.6%,36.4%,19.2%,2.97,0.0%
2002 Zurich F,W vs Davenport,43.8%,48.7%,4.5%,0/4,2.64,4.7%,69.7%,47.8%,6.1%,2.74,6.4%,76.2%,50.0%,9.5%,2.35,0.0%
1998 Fed Cup RR,L vs Martinez,84.1%,46.3%,1.8%,2/0,2.69,74.6%,81.3%,37.7%,1.3%,2.70,76.2%,94.4%,61.8%,2.8%,2.65,66.7%
Career (8 matches),,75.8%,43.5%,5.9%,28.9%,2.65,26.0%,79.2%,40.7%,4.1%,2.61,33.0%,91.1%,48.6%,11.6%,2.74,9.7%
