Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2024 Roland Garros Q3,W vs Vavassori,58% (11/19),36% (4/11),2/5,1/3,63% (5/8),1/2,0/0,- (0/0),- (0/0)
2019 M15 Bad Schussenried R32,W vs Schmitz,50% (9/18),45% (5/11),3/5,1/1,57% (4/7),0/0,0/0,- (0/0),- (0/0)
2019 M15 Kaarst R16,L vs Gerch,82% (9/11),67% (2/3),0/1,0/0,63% (5/8),0/2,0/1,43% (3/7),43% (3/7)
2024 (1 matches),,57.9%,36.4%,40.0%,33.3%,62.5%,50.0%,-,-,-
2019 (2 matches),,62.1%,50.0%,50.0%,100.0%,60.0%,0.0%,0.0%,42.9%,42.9%
Career (3 matches),,60.4%,44.0%,45.5%,50.0%,60.9%,25.0%,0.0%,42.9%,42.9%
