Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,1,Hard,1,0,1,0.0%,0,0,0,-,2025,2025,Q1,1,0.52,1.6%,3.2%,47.6%,66.7%,45.5%,55.6%,23.3%,60.0%,100.0%
Roland Garros,2,Clay,7,5,2,71.4%,1,1,0,100.0%,2024,2025,R64,7,1.03,6.8%,3.8%,68.8%,69.0%,46.5%,62.0%,39.3%,55.2%,38.9%
Wimbledon,1,Grass,1,0,1,0.0%,1,0,1,0.0%,2024,2024,Q1,1,0.91,13.3%,3.3%,62.2%,83.9%,44.1%,68.9%,28.3%,66.7%,50.0%
US Open,1,Hard,1,0,1,0.0%,2,1,1,50.0%,2024,2024,Q1,1,0.72,5.1%,5.8%,59.9%,67.1%,47.3%,59.1%,29.5%,78.6%,33.3%
Davis Cup,1,,1,0,1,0.0%,2,1,1,50.0%,2024,2024,,1,0.63,18.0%,5.0%,65.0%,87.7%,57.1%,77.0%,14.4%,66.7%,0.0%
Munich,2,Clay,3,1,2,33.3%,0,0,0,-,2024,2025,Q2,3,0.98,8.2%,5.5%,66.5%,75.2%,31.1%,60.4%,38.6%,46.7%,56.3%
Halle,3,Grass,4,1,3,25.0%,2,0,2,0.0%,2022,2024,R32,4,1.01,12.1%,5.2%,63.2%,80.8%,51.8%,70.1%,30.0%,75.0%,29.4%
Stuttgart,2,Grass,2,0,2,0.0%,0,0,0,-,2023,2024,R32,2,0.78,22.0%,9.8%,61.4%,79.0%,47.1%,66.7%,26.1%,61.5%,14.3%
