Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2024 Roland Garros Q3,W vs Vavassori,29% (4/14),100% (4/4),0/3,36% (5/14),40% (2/5),3/3,1/1,0/0,0/0,0/0
2019 M15 Bad Schussenried R32,W vs Schmitz,58% (7/12),71% (5/7),2/2,42% (5/12),40% (2/5),3/4,2/4,0/0,0/1,0/0
2019 M15 Kaarst R16,L vs Gerch,17% (2/12),100% (2/2),1/3,25% (3/12),0% (0/3),2/2,0/0,2/2,0/0,0/0
2024 (1 matches),,28.6%,100.0%,0.0%,35.7%,40.0%,100.0%,100.0%,-,-,-
2019 (2 matches),,37.5%,77.8%,60.0%,33.3%,25.0%,83.3%,50.0%,100.0%,0.0%,-
Career (3 matches),,34.2%,84.6%,37.5%,34.2%,30.8%,88.9%,60.0%,100.0%,0.0%,-
