Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
2016,220,242,163,1558,160,1515,119,1553,158,1449,401,122,,
2015,100,643,129,1618,150,1531,97,1617,130,1505,436,101,,
2014,110,521,119,1651,133,1572,88,1638,110,1534,117,645,,
2013,69,842,74,1733,96,1646,51,1713,95,1552,73,1235,,
2012,48,1181,63,1784,61,1726,54,1720,71,1603,114,646,,
2011,79,862,90,1725,106,1645,76,1675,83,1585,98,798,,
2010,85,772,103,1701,112,1622,82,1664,,,139,533,,
2009,134,454,132,1637,154,1548,105,1604,132,1493,,,,
2008,91,385,87,1711,138,1581,67,1681,127,1507,,,,
2007,71,433,88,1701,127,1581,68,1670,120,1503,,,,
2006,52,421,72,1751,108,1625,46,1724,105,1540,,,,
2005,72,475,106,1674,173,1511,82,1651,,,,,,
2004,208,153,203,1514,231,1408,183,1485,,,,,,
2003,319,64,,,,,,,,,,,,
2002,390,42,117,1647,177,1503,106,1610,,,,,,
2001,378,42,251,1361,255,1241,220,1360,,,,,,
2000,141,216,174,1544,218,1362,148,1543,,,,,,
1999,189,122,,,,,,,,,,,,
1998,251,76,,,,,,,,,,,,
1997,407,29,,,,,,,,,,,,
