Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2016,10,4,6,40.0%,9-13,40.9%,99-107,48.1%,0-1,0.0%,0,,,,,,,,,,,,SF (Marseille $100K)
2015,41,31,10,75.6%,63-28,69.2%,470-356,56.9%,2-2,50.0%,0,,,,,,,,,,,,W (3x)
2014,37,24,13,64.9%,54-33,62.1%,431-368,53.9%,3-2,60.0%,0,,,,,,,,,,,,F (2x)
2013,2,1,1,50.0%,2-2,50.0%,18-17,51.4%,0-1,0.0%,0,,,,,,,,,,,,R16 (Ningbo)
2012,9,8,1,88.9%,17-2,89.5%,109-59,64.9%,0-0,-,0,,,,,,,,,,,,W (Marseille 100K)
2011,1,0,1,0.0%,1-2,33.3%,12-16,42.9%,0-0,-,0,,,,,,,,,,,,R32 (Cali 100K)
2010,31,20,11,64.5%,45-25,64.3%,340-271,55.6%,5-1,83.3%,0,,,,,,,,,,,,W (RomeTiro a Volo 50K)
2009,1,0,1,0.0%,0-2,0.0%,2-12,14.3%,0-0,-,0,,,,,,,,,,,,R32 (Bronx NY 100K)
2008,27,21,6,77.8%,43-17,71.7%,314-236,57.1%,5-2,71.4%,0,,,,,,,,,,,,W (Athens 100K)
2006,5,3,2,60.0%,6-4,60.0%,52-41,55.9%,0-0,-,0,,,,,,,,,,,,QF (Barcelona 75K)
2005,42,32,10,76.2%,65-30,68.4%,502-375,57.2%,2-6,25.0%,0,,,,,,,,,,,,W (2x)
2004,49,31,18,63.3%,69-47,59.5%,559-493,53.1%,2-3,40.0%,0,,,,,,,,,,,,W (RomeLanciani 10K)
2003,34,18,16,52.9%,41-40,50.6%,383-379,50.3%,4-4,50.0%,0,,,,,,,,,,,,F (Pontevedra 10K)
2002,21,12,9,57.1%,27-23,54.0%,221-203,52.1%,0-1,0.0%,0,,,,,,,,,,,,SF (2x)
2001,13,4,9,30.8%,12-20,37.5%,125-169,42.5%,2-1,66.7%,0,,,,,,,,,,,,QF (Rimini 25K)
2000,51,36,15,70.6%,66-43,60.6%,546-470,53.7%,7-4,63.6%,0,,,,,,,,,,,,W (2x)
1999,48,28,20,58.3%,59-35,62.8%,476-370,56.3%,2-11,15.4%,0,,,,,,,,,,,,W (2x)
1998,49,38,11,77.6%,71-30,70.3%,498-375,57.0%,6-2,75.0%,0,,,,,,,,,,,,W (4x)
1997,30,18,12,60.0%,37-24,60.7%,300-240,55.6%,4-3,57.1%,0,,,,,,,,,,,,F (2x)
1996,2,0,2,0.0%,0-4,0.0%,1-24,4.0%,0-0,-,0,,,,,,,,,,,,R32 (2x)
Career,503,329,174,65.4%,687-424,61.8%,5458-4581,54.4%,44-44,50.0%,0,,,,,,,,,,,,
