Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2016 US Open Q1,L vs Burger,62% (8/13),78% (7/9),1/4,0/2,20% (2/10),0/2,0/1,- (0/0),- (0/0)
2016 Prague $75K R32,L vs Leykina,33% (6/18),40% (4/10),0/0,0/0,50% (5/10),2/4,1/2,25% (1/4),20% (1/5)
2016 Wimbledon Q1,L vs Taylor,45% (5/11),55% (6/11),0/0,0/0,30% (3/10),4/6,3/4,67% (6/9),22% (2/9)
2016 Montpellier $25K R32,L vs Dentoni,53% (10/19),36% (5/14),1/3,0/0,67% (12/18),7/9,2/3,- (0/0),- (0/0)
2016 Essen $50K R32,L vs Korpatsch,60% (3/5),50% (2/4),0/0,0/0,67% (10/15),4/6,1/2,- (0/0),- (0/0)
2016 Marseille $100K SF,L vs Kovinic,25% (2/8),14% (1/7),0/0,0/0,67% (10/15),0/2,0/1,- (0/0),- (0/0)
2016 Marseille $100K QF,W vs Soler Espinosa,100% (8/8),42% (5/12),2/3,1/2,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2016 Marseille $100K R16,W vs Lim,75% (6/8),40% (6/15),2/2,1/1,0% (0/2),0/0,0/0,- (0/0),- (0/0)
2016 Marseille $100K R32,W vs Kamenskaya,67% (8/12),50% (6/12),2/3,1/1,45% (5/11),0/1,0/0,- (0/0),- (0/0)
2016 Roland Garros R128,L vs Hercog,75% (6/8),33% (4/12),0/0,0/0,58% (7/12),6/8,1/2,50% (3/6),20% (1/5)
2016 Saint Gaudens $50K R16,L vs Khromacheva,57% (4/7),50% (1/2),0/0,0/0,62% (8/13),1/3,1/2,- (0/0),- (0/0)
2016 Saint Gaudens $50K R32,W vs Hesse,57% (8/14),80% (4/5),2/5,1/3,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2016 Madrid R64,L vs Pliskova,100% (3/3),- (0/0),0/0,0/0,38% (3/8),2/4,2/3,- (0/0),- (0/0)
2016 Bogota R16,L vs Vickery,40% (4/10),42% (5/12),1/1,0/0,42% (5/12),0/2,0/1,- (0/0),- (0/0)
2016 Bogota R32,W vs Tig,71% (12/17),45% (5/11),2/3,1/2,50% (4/8),0/1,0/0,- (0/0),- (0/0)
2016 Charleston R16,L vs Vesnina,40% (2/5),33% (2/6),0/0,0/0,54% (7/13),8/10,1/2,- (0/0),- (0/0)
2016 Charleston R64,W vs Mchale,73% (8/11),75% (6/8),2/3,1/2,73% (11/15),0/1,0/0,- (0/0),- (0/0)
2016 Osprey FL $50K R32,L vs Brengle,38% (6/16),29% (4/14),0/1,0/0,33% (3/9),2/4,0/1,- (0/0),- (0/0)
2016 Miami R128,L vs King,75% (6/8),40% (2/5),0/0,0/0,56% (5/9),3/5,1/2,- (0/0),- (0/0)
2016 Miami Q2,W vs Vickery,45% (5/11),64% (7/11),2/6,1/5,50% (4/8),0/0,0/0,- (0/0),- (0/0)
2016 (27 matches),,55.0%,47.3%,50.0%,43.5%,51.0%,51.9%,43.3%,54.2%,33.3%
2015 (22 matches),,55.1%,47.7%,64.4%,57.1%,53.3%,47.7%,52.4%,57.7%,50.0%
2014 (25 matches),,51.0%,52.9%,60.0%,56.5%,53.2%,52.7%,50.0%,45.8%,54.2%
2013 (41 matches),,49.9%,44.7%,40.6%,36.4%,46.7%,41.7%,37.5%,43.8%,31.9%
2012 (28 matches),,53.4%,50.2%,62.1%,64.0%,49.3%,51.9%,57.1%,69.0%,46.4%
Career (143 matches),,52.5%,48.0%,52.9%,49.3%,50.2%,48.4%,46.9%,53.0%,41.7%
