Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2015 Roland Garros R64,L vs Petkovic,81.4,82.6,5.3,,,100,73,71.3,1.8,,,74,69
2015 Roland Garros R128,W vs Mchale,84.1,88.1,7.2,,,101,72,73.8,3.1,,,80,70
2014 Roland Garros R128,L vs Dellacqua,85.4,93.7,5.7,,,103,75,73.1,2.9,,,79,69
2014 Australian Open R128,L vs Wozniacki,84.2,,,,,103,,,,,,,61
2013 US Open R128,L vs Robson,82.2,,,,,101,,,,,,,63
2013 Australian Open R128,L vs Kuznetsova,85.7,,,,,103,,,,,,,68
2012 US Open R64,L vs Sharapova,86.5,,,,,104,,,,,,,66
2012 Australian Open R128,L vs Ivanovic,79.8,,,,,101,,,,,,,64
2011 Wimbledon R64,L vs Bartoli,88.4,97.3,4.7,,,106,84,74.3,4.0,,,86,68
2011 Roland Garros R128,L vs Zvonareva,86.9,98.7,3.5,,,106,92,73.8,2.9,,,81,69
2011 Australian Open R64,L vs Pennetta,85.8,94.9,2.8,,,99,88,72.3,3.2,,,80,65
Career (11 matches),,84.5,90.6,5.1,,,106,72,73.3,3.1,,,86,61
