Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
11,Laura Pous Tio [ESP],5,6,45.5%,2,1,1,50.0%,2003,2014,0,,,,,,,,,,
10,Anabel Medina Garrigues [ESP],3,7,30.0%,3,0,3,0.0%,1999,2014,0,,,,,,,,,,
8,Sara Errani [ITA],2,6,25.0%,0,0,0,-,2005,2015,1,0.69,0.0%,4.0%,60.0%,36.7%,30.0%,34.0%,45.8%,27.3%,40.0%
8,Flavia Pennetta [ITA],2,6,25.0%,2,1,1,50.0%,2005,2013,0,,,,,,,,,,
8,Kaia Kanepi [EST],3,5,37.5%,3,3,0,100.0%,2003,2010,0,,,,,,,,,,
8,Emilie Loit [FRA],2,6,25.0%,5,4,1,80.0%,2000,2006,0,,,,,,,,,,
8,Paula Garcia [ESP],4,4,50.0%,0,0,0,-,1998,2005,0,,,,,,,,,,
7,Alberta Brianti [ITA],7,0,100.0%,0,0,0,-,2004,2015,0,,,,,,,,,,
7,Daniela Hantuchova [SVK],0,7,0.0%,2,0,2,0.0%,2006,2014,0,,,,,,,,,,
7,Francesca Schiavone [ITA],2,5,28.6%,2,0,2,0.0%,1998,2014,0,,,,,,,,,,
7,Maria Jose Martinez Sanchez [ESP],3,4,42.9%,2,1,1,50.0%,2000,2012,0,,,,,,,,,,
6,Mandy Minella [LUX],4,2,66.7%,1,0,1,0.0%,2011,2015,0,,,,,,,,,,
6,Iveta Benesova [CZE],3,3,50.0%,2,0,2,0.0%,2001,2012,0,,,,,,,,,,
5,Silvia Soler Espinosa [ESP],4,1,80.0%,0,0,0,-,2012,2016,0,,,,,,,,,,
5,Johanna Larsson [SWE],1,4,20.0%,1,0,1,0.0%,2011,2016,1,0.83,1.4%,2.7%,55.4%,68.3%,42.4%,56.8%,35.8%,69.2%,66.7%
