Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,18,6,12,33.3%,2,0,2,0.0%,2005,2016,R64,1,0.94,1.9%,3.8%,57.5%,60.7%,48.9%,55.7%,41.7%,66.7%,37.5%
Roland Garros,13,Clay,26,13,13,50.0%,5,3,2,60.0%,2002,2016,R32,3,0.96,0.4%,1.1%,77.6%,56.9%,50.8%,55.5%,42.8%,61.0%,41.2%
Wimbledon,10,Grass,15,5,10,33.3%,3,1,2,33.3%,2006,2016,R64,0,,,,,,,,,,
US Open,13,Hard,20,7,13,35.0%,1,1,0,100.0%,2000,2016,R32,0,,,,,,,,,,
Fed Cup,6,,10,4,6,40.0%,2,1,1,50.0%,2006,2013,,0,,,,,,,,,,
Bogota,17,Clay,47,32,15,68.1%,15,10,5,66.7%,2000,2016,W,5,1.04,1.5%,4.1%,66.4%,60.0%,49.1%,56.3%,45.5%,47.5%,44.9%
Acapulco,12,Hard,20,8,12,40.0%,5,2,3,40.0%,2001,2016,QF,1,0.33,0.0%,12.1%,39.4%,23.1%,30.0%,27.3%,24.2%,25.0%,0
Miami,10,Hard,17,7,10,41.2%,4,0,4,0.0%,2001,2016,R32,3,1.06,0.5%,2.6%,53.2%,56.4%,49.4%,53.2%,49.7%,50.0%,60.0%
Madrid,8,Clay,16,8,8,50.0%,4,3,1,75.0%,2000,2016,R32,1,0.35,0.0%,8.7%,63.0%,48.3%,35.3%,43.5%,20.0%,37.5%,0
Palermo,8,Clay,15,7,8,46.7%,5,2,3,40.0%,2004,2013,QF,0,,,,,,,,,,
Hobart,8,Hard,14,6,8,42.9%,6,3,3,50.0%,2006,2016,R32,1,0.93,3.4%,3.4%,60.7%,70.4%,34.3%,56.2%,40.8%,55.6%,25.0%
