Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Austin R16,W vs Jovic,74.5%,50.7%,0.0%,0/0,2.39,8.5%,75.5%,40.0%,0.0%,2.14,11.9%,82.5%,63.6%,0.0%,3.00,0.0%
2025 Ningbo QF,L vs Rybakina,36.1%,53.8%,16.7%,5/1,2.35,5.9%,38.1%,62.5%,14.3%,2.14,5.0%,41.7%,40.0%,25.0%,2.66,7.1%
2024 Birmingham F,L vs Putintseva,64.8%,42.9%,1.9%,1/0,2.78,14.3%,62.9%,50.0%,0.0%,2.71,20.0%,72.2%,30.8%,5.6%,2.95,0.0%
2023 United Cup RR,L vs Boulter,62.5%,42.5%,4.7%,2/1,2.45,6.1%,58.8%,35.0%,8.8%,2.44,11.1%,76.9%,50.0%,0.0%,2.45,0.0%
2022 BJK Cup Finals F,L vs Bencic,56.5%,50.0%,13.0%,3/3,2.64,9.5%,64.7%,45.5%,8.8%,2.60,14.3%,57.1%,75.0%,42.9%,2.73,0.0%
2022 Ostrava R16,L vs Swiatek,84.3%,39.5%,7.8%,2/2,2.28,1.8%,83.9%,30.8%,6.5%,2.31,2.7%,89.5%,52.9%,10.5%,2.23,0.0%
2022 US Open QF,L vs Jabeur,76.6%,52.5%,1.3%,1/0,2.77,8.7%,64.5%,45.0%,3.2%,2.63,14.8%,88.6%,56.4%,0.0%,2.97,0.0%
2022 US Open R16,W vs Samsonova,72.9%,56.9%,5.7%,4/0,2.37,3.3%,77.5%,48.4%,5.0%,2.58,6.1%,76.9%,70.0%,7.7%,2.12,0.0%
2022 US Open R32,W vs Williams,70.8%,58.7%,16.0%,12/5,2.43,0.0%,68.9%,52.4%,14.8%,2.46,0.0%,86.8%,66.7%,21.1%,2.37,0.0%
2022 Cincinnati QF,L vs Kvitova,51.8%,55.2%,8.9%,2/3,2.53,11.1%,47.1%,56.3%,8.8%,2.48,14.3%,72.2%,53.8%,11.1%,2.73,0.0%
2022 Toronto R32,L vs Swiatek,70.5%,48.4%,4.5%,1/1,2.39,0.0%,73.1%,36.8%,3.8%,2.27,0.0%,70.6%,66.7%,5.9%,2.51,0.0%
2022 Wimbledon QF,L vs Rybakina,56.8%,56.5%,3.7%,2/1,2.33,1.8%,42.0%,57.1%,4.0%,2.31,2.9%,83.3%,56.0%,3.3%,2.36,0.0%
2021 BJK Cup Finals SF,L vs Bencic,64.0%,43.8%,10.0%,4/1,2.15,25.0%,58.1%,38.9%,6.5%,2.24,42.1%,82.4%,50.0%,17.6%,2.03,0.0%
2021 Moscow R16,L vs Sabalenka,60.0%,49.0%,7.1%,5/1,2.50,9.0%,64.7%,45.5%,5.9%,2.43,13.3%,62.1%,55.6%,10.3%,2.64,0.0%
2021 US Open R32,L vs Pliskova,43.5%,48.1%,6.5%,3/1,2.67,5.3%,26.5%,33.3%,5.9%,2.64,8.0%,85.7%,55.6%,9.5%,2.71,0.0%
2021 Tokyo Olympics R32,L vs Svitolina,76.2%,52.5%,4.8%,3/2,2.18,5.6%,79.2%,59.5%,3.8%,2.05,9.1%,82.6%,44.7%,6.5%,2.40,0.0%
2021 Wimbledon QF,L vs Barty,56.5%,50.0%,6.5%,3/0,2.65,52.1%,57.7%,53.3%,7.7%,2.85,71.4%,68.8%,45.5%,6.3%,2.36,25.0%
2021 Wimbledon R32,W vs Ostapenko,70.9%,55.7%,10.5%,4/5,2.77,8.9%,70.8%,58.8%,10.4%,2.54,13.9%,90.0%,51.9%,13.3%,3.19,0.0%
2021 Australian Open R64,L vs Halep,74.4%,58.9%,0.0%,0/0,2.30,4.1%,72.8%,49.2%,0.0%,2.24,6.0%,88.6%,77.4%,0.0%,2.44,0.0%
2021 Abu Dhabi R32,L vs Sabalenka,54.7%,57.1%,10.9%,6/1,2.52,4.8%,60.0%,45.8%,7.5%,2.46,6.7%,73.3%,81.8%,26.7%,2.68,0.0%
Last 52 Weeks (2 matches),,64.2%,51.2%,4.5%,83.3%,2.38,7.5%,64.9%,43.8%,4.1%,2.14,9.7%,73.1%,60.5%,5.8%,2.85,3.2%
Career (43 matches),,66.7%,52.6%,5.5%,69.2%,2.46,8.7%,65.5%,48.9%,4.0%,2.41,13.0%,80.8%,57.9%,9.1%,2.54,1.8%
