Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R64,L vs Mertens,92.5,95.4,6.9,98.8,96.0,105,83,89.2,7.4,89.0,105.0,105,76
2024 US Open R128,W vs Li,94.2,97.5,7.3,102.5,98.6,106,80,85.8,7.6,90.5,,100,74
2024 Wimbledon R128,L vs Ostapenko,97.7,100.9,4.8,102.6,98.4,108,89,90.8,4.8,88.0,86.5,100,82
2023 US Open R128,W vs Udvardy,91.3,95.0,6.3,100.4,95.4,106,83,83.0,5.0,84.0,,95,74
2022 US Open QF,L vs Jabeur,95.3,100.4,6.5,100.2,99.9,109,84,86.0,7.1,83.6,89.0,104,74
2022 US Open R16,W vs Samsonova,92.0,99.6,7.2,106.2,95.9,111,82,81.4,7.5,86.4,88.0,98,63
2022 US Open R32,W vs Williams,94.5,98.6,8.3,98.5,99.1,110,66,86.1,6.9,90.4,85.3,100,74
2022 US Open R64,W vs Rodina,93.0,98.6,7.3,103.1,98.4,110,79,79.2,6.9,71.0,,93,65
2022 US Open R128,W vs Muchova,95.0,100.8,6.5,104.3,99.6,110,85,83.7,7.2,88.7,,97,73
2022 Wimbledon QF,L vs Rybakina,95.7,102.1,5.2,102.5,102.9,109,87,84.1,5.6,83.5,82.0,95,73
2022 Wimbledon R16,W vs Cornet,95.3,101.1,6.5,103.8,100.2,111,85,83.2,5.3,79.0,90.0,98,74
2022 Wimbledon R32,W vs Krejcikova,93.3,99.0,10.1,98.3,103.0,116,62,84.5,6.9,87.0,87.0,98,66
2021 US Open R32,L vs Pliskova,94.6,99.6,5.9,102.3,97.2,109,87,85.4,7.4,82.0,81.0,100,72
2021 US Open R64,W vs Martic,93.4,97.7,8.0,99.9,97.4,111,80,80.5,7.2,,82.0,102,72
2021 US Open R128,W vs Volynets,94.0,101.8,7.3,107.0,91.3,112,87,75.9,2.8,,,80,69
2021 Wimbledon QF,L vs Barty,94.8,101.4,5.0,103.5,101.4,110,89,83.7,5.2,90.5,90.0,97,75
2021 Wimbledon R16,W vs Raducanu,94.2,100.9,6.7,103.2,96.0,111,88,83.4,4.9,93.0,,93,75
2020 US Open R128,L vs Kerber,91.8,105.6,6.4,107.0,102.0,114,88,77.6,6.9,,,96,68
2019 Wimbledon R64,L vs Azarenka,98.2,104.7,5.5,107.8,104.2,114,93,87.4,6.3,88.5,,97,73
2019 Roland Garros R128,L vs Halep,96.8,105.0,6.5,,,113,81,85.0,7.3,,,96,73
Career (33 matches),,94.3,100.4,6.9,102.4,99.1,118,62,82.8,6.4,85.0,86.1,105,63
