Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
30-Sep-2024,Hong Kong 125,Hard,F,107,72,Tomljanovic d. (6) Clara Tauson [DEN],4-6 6-4 6-4,1.04,1.9%,4.7%,74.8%,68.8%,51.9%,3/5,2:27
17-Jun-2024,Birmingham,Grass,F,190,41,Yulia Putintseva [KAZ] d. Tomljanovic,6-1 7-6(8),0.62,5.6%,8.5%,67.6%,64.6%,26.1%,4/9,1:27
20-Nov-2023,Florianopolis 125,Clay,F,543,194,(WC) Tomljanovic d. Martina Capurro Taborda [ARG],6-1 7-5,1.33,0.0%,8.3%,60.0%,75.0%,33.3%,2/5,1:48
28-Jan-2019,Hua Hin,Hard,F,49,47,(8) Dayana Yastremska [UKR] d. (6) Tomljanovic,6-2 2-6 7-6(3),1.00,0.0%,6.3%,52.1%,56.0%,45.7%,9/16,2:22
17-Sep-2018,Seoul,Hard,F,53,12,(2) Kiki Bertens [NED] d. Tomljanovic,7-6(2) 4-6 6-2,0.89,1.0%,3.0%,72.7%,55.6%,37.0%,4/11,2:22
30-Apr-2018,Rabat,Clay,F,96,19,(1) Elise Mertens [BEL] d. Tomljanovic,6-2 7-6(4),0.64,1.2%,7.3%,74.4%,62.3%,19.0%,7/11,1:45
11-Dec-2017,Dubai 100K,Hard,F,136,98,(5) Belinda Bencic [SUI] d. (7) Tomljanovic,6-4 RET,,,,,,,,
06-Nov-2017,Waco TX $80K,Hard,F,151,105,Taylor Townsend [USA] d. Tomljanovic,6-3 2-6 6-2,,,,,,,,
09-Feb-2015,Pattaya,Hard,F,68,73,Daniela Hantuchova [SVK] d. Tomljanovic,3-6 6-3 6-4,0.95,8.1%,9.0%,62.2%,66.7%,31.0%,7/13,
16-Dec-2013,Merida 25K,Hard,F,77,225,(3) Allie Kiick [USA] d. (1) Tomljanovic,3-6 7-5 6-0,,,,,,,,
