Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,281,127,154,45.2%,311-349,47.1%,3066-3248,48.6%,53-41,56.4%,253,63.3%,35.0%,4.2%,6.8%,60.3%,64.3%,42.7%,55.7%,43.3%,49.5%,0.98
Clay,98,45,53,45.9%,105-113,48.2%,997-1029,49.2%,9-6,60.0%,98,61.4%,36.9%,3.5%,6.2%,61.6%,62.5%,43.7%,55.3%,44.3%,49.7%,0.99
Grass,50,25,25,50.0%,59-60,49.6%,553-563,49.6%,5-11,31.3%,50,69.9%,31.4%,6.0%,6.2%,62.3%,67.5%,45.0%,59.0%,40.2%,49.6%,0.98
Grand Slams,78,36,42,46.2%,88-95,48.1%,832-887,48.4%,13-7,65.0%,77,63.1%,35.9%,3.8%,6.3%,60.8%,63.1%,44.1%,55.6%,42.8%,49.2%,0.96
Premiers,122,51,71,41.8%,117-158,42.5%,1233-1365,47.5%,19-17,52.8%,121,61.7%,34.3%,4.2%,6.1%,60.3%,63.4%,42.6%,55.1%,42.7%,48.9%,0.95
Internationals,151,78,73,51.7%,189-167,53.1%,1725-1660,51.0%,20-23,46.5%,139,66.6%,36.1%,4.7%,6.7%,61.4%,65.8%,42.9%,56.9%,43.9%,50.3%,1.02
Finals,5,0,5,0.0%,3-10,23.1%,56-73,43.4%,0-4,0.0%,5,54.0%,35.5%,3.3%,6.8%,65.4%,61.0%,34.0%,51.6%,41.4%,46.9%,0.86
Semi-finals,11,5,6,45.5%,12-13,48.0%,122-133,47.8%,3-2,60.0%,10,66.1%,31.3%,4.4%,6.0%,64.2%,64.8%,41.5%,56.4%,41.5%,48.9%,0.95
Quarter-finals,32,11,21,34.4%,31-46,40.3%,319-378,45.8%,2-5,28.6%,28,60.6%,31.9%,3.8%,6.7%,58.4%,62.4%,42.8%,54.3%,41.7%,47.9%,0.91
vs Righties,391,182,209,46.5%,442-472,48.4%,4250-4427,49.0%,63-52,54.8%,365,63.8%,35.6%,4.2%,6.5%,60.9%,64.2%,43.2%,56.0%,43.3%,49.6%,0.98
vs Lefties,33,11,22,33.3%,25-48,34.2%,308-375,45.1%,3-6,33.3%,31,62.0%,26.2%,5.0%,6.4%,59.0%,64.8%,42.6%,55.7%,39.9%,47.7%,0.90
vs Top 10,45,6,39,13.3%,27-77,26.0%,395-582,40.4%,4-5,44.4%,43,53.9%,27.6%,3.4%,7.0%,62.6%,59.3%,40.5%,52.3%,40.4%,46.4%,0.85
