Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,15,8,7,53.3%,19-14,57.6%,164-151,52.1%,2-1,66.7%,15,68.3%,36.4%,2.9%,7.5%,69.1%,64.3%,43.8%,58.0%,45.0%,51.6%,1.07,QF (Austin)
2025,39,17,22,43.6%,43-49,46.7%,430-456,48.5%,9-1,90.0%,39,62.3%,34.0%,3.5%,8.3%,66.4%,63.0%,41.4%,55.7%,43.4%,49.4%,0.98,SF (2x)
2024,29,10,19,34.5%,26-41,38.8%,284-336,45.8%,4-7,36.4%,27,59.6%,34.1%,3.8%,8.9%,64.6%,62.5%,38.4%,54.0%,43.4%,48.6%,0.94,F (Birmingham)
2023,4,1,3,25.0%,2-5,28.6%,30-37,44.8%,0-1,0.0%,3,62.5%,29.4%,3.5%,7.5%,67.5%,65.9%,50.8%,61.0%,38.1%,49.0%,0.98,
2022,56,30,26,53.6%,66-60,52.4%,611-595,50.7%,8-8,50.0%,52,65.0%,36.8%,3.5%,5.8%,61.9%,64.2%,44.2%,56.6%,43.8%,50.2%,1.01,QF (6x)
2021,48,25,23,52.1%,57-52,52.3%,517-513,50.2%,5-5,50.0%,46,66.9%,34.2%,3.5%,5.6%,62.8%,63.8%,44.9%,56.8%,43.7%,50.1%,1.01,QF (Wimbledon)
2020,16,5,11,31.3%,14-24,36.8%,164-194,45.8%,2-1,66.7%,16,63.4%,28.3%,4.4%,5.8%,54.6%,65.0%,46.7%,56.7%,40.9%,48.8%,0.94,R16 (3x)
2019,56,27,29,48.2%,64-63,50.4%,591-589,50.1%,6-11,35.3%,56,63.9%,36.6%,5.0%,6.3%,57.8%,66.4%,41.8%,56.0%,44.2%,50.1%,1.00,F (Hua Hin)
2018,41,22,19,53.7%,52-50,51.0%,484-481,50.2%,3-6,33.3%,41,63.4%,37.7%,4.4%,6.3%,57.9%,63.9%,43.4%,55.3%,44.3%,49.8%,0.99,F (2x)
2017,15,5,10,33.3%,14-21,40.0%,142-179,44.2%,1-1,50.0%,15,53.2%,36.9%,3.0%,8.2%,59.3%,61.9%,37.1%,51.8%,43.1%,47.4%,0.89,R16 (2x)
2016,2,0,2,0.0%,0-3,0.0%,6-18,25.0%,0-1,0.0%,2,26.3%,38.9%,2.8%,6.9%,54.2%,51.3%,31.8%,42.4%,43.9%,43.0%,0.76,R32 (Brisbane)
2015,39,18,21,46.2%,41-50,45.1%,415-457,47.6%,12-3,80.0%,33,66.7%,30.7%,5.9%,6.2%,63.3%,64.5%,47.4%,58.2%,40.2%,49.2%,0.96,F (Pattaya)
2014,37,17,20,45.9%,41-45,47.7%,411-424,49.2%,7-7,50.0%,33,-,-,5.6%,5.7%,55.9%,68.1%,43.8%,57.4%,41.1%,49.2%,0.96,QF (2x)
2013,14,7,7,50.0%,18-18,50.0%,165-173,48.8%,3-0,100.0%,11,-,-,5.9%,5.9%,56.2%,63.8%,46.1%,56.1%,44.0%,49.8%,1.00,QF (Quebec City)
2012,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,1,-,-,0.0%,16.7%,54.2%,53.8%,27.3%,41.7%,42.6%,42.2%,0.73,R32 (Bad Gastein)
2011,9,2,7,22.2%,9-15,37.5%,103-117,46.8%,1-2,33.3%,6,-,-,3.9%,6.0%,57.0%,62.4%,39.8%,52.7%,46.5%,49.6%,0.98,R16 (Budapest)
2010,7,3,4,42.9%,9-8,52.9%,85-95,47.2%,4-3,57.1%,4,-,-,3.0%,5.1%,58.0%,63.1%,45.4%,55.7%,38.5%,47.4%,0.87,R16 (Memphis)
2009,1,0,1,0.0%,0-2,0.0%,7-13,35.0%,0-0,-,1,-,-,1.3%,9.3%,58.7%,61.4%,35.5%,50.7%,28.6%,41.9%,0.58,R128 (Indian Wells)
Career,429,197,232,45.9%,475-522,47.6%,4616-4840,48.8%,67-58,53.6%,401,63.7%,35.0%,4.2%,6.6%,60.8%,64.3%,43.2%,56.0%,43.1%,49.5%,0.98,
