Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,20,8,12,40.0%,8,4,4,50.0%,2011,2026,R64,20,0.97,4.3%,6.2%,61.2%,64.0%,44.5%,56.4%,42.5%,53.3%,46.5%
Roland Garros,14,Clay,21,7,14,33.3%,4,4,0,100.0%,2010,2025,R16,21,0.93,2.9%,6.0%,59.9%,61.3%,45.6%,55.0%,41.9%,53.0%,43.2%
Wimbledon,12,Grass,27,15,12,55.6%,3,3,0,100.0%,2010,2025,QF,19,0.94,4.4%,5.3%,61.2%,63.2%,43.1%,55.4%,41.9%,49.0%,41.2%
US Open,14,Hard,31,17,14,54.8%,11,6,5,54.5%,2023,2025,QF,29,0.99,4.0%,6.5%,59.9%,63.8%,44.1%,55.9%,43.5%,56.1%,50.6%
Olympics,2,,3,1,2,33.3%,0,0,0,-,2021,2024,R32,1,0.55,0.0%,8.3%,52.8%,47.4%,17.6%,33.3%,37.0%,33.3%,100.0%
Fed Cup,3,,8,4,4,50.0%,5,4,1,80.0%,2010,2019,,2,0.87,6.1%,7.0%,47.8%,63.6%,51.7%,57.4%,37.0%,46.2%,66.7%
Miami,12,Hard,24,12,12,50.0%,13,7,6,53.8%,2010,2026,R16,24,1.03,4.8%,6.2%,58.8%,63.8%,43.2%,55.3%,45.9%,49.2%,43.7%
Indian Wells,12,Hard,23,11,12,47.8%,4,2,2,50.0%,2009,2026,R16,22,0.99,2.7%,6.9%,60.2%,62.6%,42.8%,54.7%,44.7%,56.9%,56.9%
Austin,2,Hard,7,5,2,71.4%,2,2,0,100.0%,2025,2026,SF,7,1.09,3.6%,8.2%,65.7%,66.8%,46.8%,59.9%,43.6%,61.8%,42.4%
Adelaide,4,Hard,6,2,4,33.3%,2,2,0,100.0%,2020,2026,R16,6,0.93,2.8%,7.3%,57.8%,63.5%,43.5%,55.0%,41.9%,53.7%,48.3%
Brisbane,5,Hard,12,6,6,50.0%,4,3,1,75.0%,2015,2026,QF,12,1.01,6.2%,7.1%,61.3%,64.0%,42.7%,55.7%,44.9%,56.6%,44.4%
Ningbo,2,Hard,8,6,2,75.0%,2,2,0,100.0%,2024,2025,QF,8,1.07,3.0%,11.0%,60.8%,64.6%,36.9%,53.7%,49.4%,56.1%,50.6%
