Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,30,15,15,50.0%,37-31,54.4%,335-336,49.9%,9-1,90.0%,30,65.7%,33.4%,3.2%,8.0%,67.8%,64.6%,40.9%,56.9%,43.4%,50.2%,1.01
Clay,12,6,6,50.0%,14-14,50.0%,131-119,52.4%,0-0,-,12,62.1%,42.9%,2.1%,6.8%,68.2%,59.7%,44.1%,54.7%,47.0%,50.6%,1.04
Grass,3,0,3,0.0%,2-6,25.0%,32-42,43.2%,0-1,0.0%,3,58.3%,29.7%,6.7%,9.6%,62.0%,61.2%,40.5%,53.4%,39.8%,46.2%,0.85
Grand Slams,6,2,4,33.3%,6-9,40.0%,70-76,47.9%,2-0,100.0%,6,63.9%,31.9%,2.3%,6.6%,67.9%,61.8%,44.4%,56.2%,41.9%,49.1%,0.96
Premiers,14,7,7,50.0%,15-15,50.0%,138-142,49.3%,4-2,66.7%,14,58.7%,40.3%,3.8%,8.6%,65.6%,61.5%,39.1%,53.8%,45.0%,49.4%,0.97
Internationals,12,7,5,58.3%,16-11,59.3%,140-122,53.4%,0-0,-,12,65.4%,40.7%,2.2%,7.0%,70.0%,62.2%,40.4%,55.7%,46.8%,50.9%,1.06
Semi-finals,1,0,1,0.0%,0-1,0.0%,4-6,40.0%,0-0,-,1,60.0%,20.0%,0.0%,8.8%,67.6%,52.2%,54.5%,52.9%,30.8%,43.3%,0.65
Quarter-finals,3,1,2,33.3%,2-4,33.3%,20-28,41.7%,0-0,-,3,41.7%,41.7%,1.2%,10.2%,59.6%,58.6%,31.3%,47.6%,44.6%,46.2%,0.85
vs Righties,43,20,23,46.5%,51-49,51.0%,478-479,49.9%,9-2,81.8%,43,64.5%,35.3%,3.2%,7.6%,67.5%,63.2%,42.2%,56.4%,44.0%,50.1%,1.01
vs Top 10,7,0,7,0.0%,3-14,17.6%,57-102,35.8%,1-0,100.0%,7,46.8%,24.1%,2.3%,7.7%,65.7%,55.4%,38.3%,49.5%,38.6%,44.3%,0.76
