Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2026 Austin R16,W vs Jovic,33% (5/15),60% (3/5),1/1,13% (2/15),0% (0/2),3/3,2/2,0/1,1/1,0/0
2025 Ningbo QF,L vs Rybakina,14% (1/7),100% (1/1),1/4,86% (6/7),0% (0/6),0/1,0/0,0/2,0/0,0/1
2024 US Open R64,L vs Mertens,22% (2/9),0% (0/2),0/3,50% (4/8),25% (1/4),0/0,0/0,1/1,0/0,1/1
2024 US Open R128,W vs Li,50% (5/10),80% (4/5),1/2,60% (6/10),67% (4/6),3/4,2/2,0/0,1/1,0/0
2024 Wimbledon R128,L vs Ostapenko,25% (2/8),0% (0/2),0/4,57% (4/7),0% (0/4),0/0,0/0,1/1,0/0,1/1
2024 Birmingham F,L vs Putintseva,22% (2/9),100% (2/2),1/4,60% (6/10),17% (1/6),2/2,0/1,1/2,0/0,1/1
2024 United Cup RR,L vs Boulter,22% (2/9),0% (0/2),0/3,33% (3/9),0% (0/3),0/0,0/0,2/2,0/0,1/1
2023 US Open R128,W vs Udvardy,50% (7/14),100% (7/7),2/5,46% (6/13),17% (1/6),2/5,0/0,0/0,0/0,0/0
2022 BJK Cup Finals F: SUI vs AUS RR,L vs Bencic,22% (2/9),50% (1/2),0/5,78% (7/9),14% (1/7),0/1,0/0,0/1,0/0,0/1
2022 US Open QF,L vs Jabeur,45% (5/11),80% (4/5),1/5,55% (6/11),17% (1/6),1/4,0/1,1/1,0/0,0/0
2022 US Open R16,W vs Samsonova,44% (4/9),100% (4/4),1/2,30% (3/10),33% (1/3),3/4,1/1,3/3,1/1,0/0
2022 US Open R32,W vs Williams,53% (8/15),100% (8/8),3/5,44% (7/16),29% (2/7),7/8,2/2,4/4,1/1,0/0
2022 US Open R64,W vs Rodina,69% (9/13),78% (7/9),3/6,57% (8/14),13% (1/8),5/7,2/2,1/2,1/1,1/1
2022 US Open R128,W vs Muchova,36% (4/11),100% (4/4),2/2,30% (3/10),33% (1/3),2/2,0/1,0/0,0/0,0/0
2022 Cincinnati QF,L vs Kvitova,44% (4/9),50% (2/4),1/4,63% (5/8),0% (0/5),0/2,0/0,1/2,0/0,1/1
2022 Toronto R32,L vs Swiatek,25% (2/8),100% (2/2),2/6,86% (6/7),0% (0/6),0/2,0/0,1/1,0/0,0/0
2022 Wimbledon QF,L vs Rybakina,21% (3/14),100% (3/3),2/4,54% (7/13),29% (2/7),3/3,1/1,1/2,0/0,1/1
2022 Wimbledon R16,W vs Cornet,60% (9/15),100% (9/9),4/6,64% (9/14),22% (2/9),4/8,1/2,0/1,0/1,0/0
2022 Wimbledon R32,W vs Krejcikova,38% (5/13),80% (4/5),1/4,43% (6/14),33% (2/6),1/3,1/1,1/1,1/1,0/0
2022 Wimbledon R64,W vs Harrison,75% (6/8),83% (5/6),1/1,25% (2/8),50% (1/2),5/5,2/2,0/0,1/1,0/0
2026 (1 matches),,33.3%,60.0%,100.0%,13.3%,0.0%,100.0%,100.0%,0.0%,100.0%,-
2025 (1 matches),,14.3%,100.0%,25.0%,85.7%,0.0%,0.0%,-,0.0%,-,0.0%
2024 (5 matches),,28.9%,46.2%,12.5%,52.3%,26.1%,83.3%,66.7%,83.3%,100.0%,100.0%
2023 (1 matches),,50.0%,100.0%,40.0%,46.2%,16.7%,40.0%,-,-,-,-
2022 (13 matches),,46.9%,85.1%,43.1%,50.3%,22.2%,65.4%,78.6%,72.2%,85.7%,75.0%
Career (252 matches),,48.0%,77.7%,36.1%,48.4%,21.5%,66.3%,69.9%,55.4%,70.4%,52.2%
