Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Austin R16,W vs Jovic,0.0%,-,3.3%,66.7%,8.9%,19.4%,0.0%,12.6%,30.0%,0.9%,0.0%,-46,-27
2025 Ningbo QF,L vs Rybakina,0.0%,-,4.5%,50.0%,19.2%,20.0%,0.0%,12.0%,20.0%,1.4%,0.0%,117,117
2024 Birmingham F,L vs Putintseva,0.0%,-,8.8%,45.5%,14.0%,22.2%,0.0%,5.1%,10.0%,0.0%,-,-5,17
2023 United Cup RR,L vs Boulter,0.0%,-,3.4%,25.0%,6.4%,0.0%,0.0%,6.5%,30.0%,0.0%,-,-83,-44
2022 BJK Cup Finals F,L vs Bencic,0.0%,-,5.0%,60.0%,6.8%,10.0%,0.0%,11.8%,9.1%,0.0%,-,-68,-58
2022 Ostrava R16,L vs Swiatek,0.0%,-,13.2%,68.8%,9.0%,18.5%,0.0%,7.8%,23.1%,1.1%,0.0%,-92,-82
2022 US Open QF,L vs Jabeur,0.0%,-,6.9%,60.0%,8.1%,9.1%,0.0%,5.7%,22.2%,0.0%,-,-121,-83
2022 US Open R16,W vs Samsonova,0.0%,-,0.0%,0.0%,7.5%,13.3%,0.0%,5.4%,12.5%,1.1%,33.3%,-64,-26
2022 US Open R32,W vs Williams,0.0%,-,2.5%,50.0%,14.0%,24.3%,0.0%,12.0%,44.4%,0.5%,0.0%,-78,-53
2022 Cincinnati QF,L vs Kvitova,0.0%,-,2.8%,66.7%,21.1%,36.4%,0.0%,15.4%,0.0%,1.0%,100.0%,-37,-18
2022 Toronto R32,L vs Swiatek,0.0%,-,1.2%,0.0%,0.0%,0.0%,0.0%,2.0%,16.7%,0.0%,-,-31,-6
2022 Wimbledon QF,L vs Rybakina,0.0%,-,2.5%,50.0%,5.9%,10.5%,0.0%,8.8%,18.8%,0.4%,0.0%,-32,-51
2021 BJK Cup Finals SF,L vs Bencic,0.0%,-,3.2%,66.7%,10.4%,40.0%,0.0%,13.7%,20.0%,0.0%,-,-90,-71
2021 Moscow R16,L vs Sabalenka,0.0%,-,5.6%,50.0%,16.3%,15.6%,50.0%,17.9%,41.7%,0.4%,0.0%,-26,-13
2021 US Open R32,L vs Pliskova,0.0%,-,4.4%,20.0%,8.1%,15.8%,0.0%,11.8%,33.3%,0.7%,0.0%,-22,-28
2021 Tokyo Olympics R32,L vs Svitolina,0.0%,-,6.3%,50.0%,11.0%,19.5%,0.0%,10.8%,15.4%,0.5%,50.0%,-21,-32
2021 Wimbledon QF,L vs Barty,0.0%,-,6.9%,57.1%,7.6%,5.6%,0.0%,2.5%,25.0%,0.0%,-,-36,-59
2021 Wimbledon R32,W vs Ostapenko,0.0%,-,2.4%,75.0%,9.6%,12.5%,0.0%,12.0%,50.0%,0.9%,50.0%,-48,-14
2021 Australian Open R64,L vs Halep,0.0%,-,5.8%,69.2%,5.7%,17.5%,0.0%,6.9%,18.5%,1.6%,66.7%,-41,-27
2021 Abu Dhabi R32,L vs Sabalenka,0.0%,-,8.7%,61.5%,12.0%,13.6%,0.0%,2.2%,0.0%,1.1%,0.0%,-30,-14
Last 52 Weeks (2 matches),,0.0%,-,3.7%,60.0%,10.7%,19.5%,0.0%,12.5%,26.7%,1.0%,0.0%,-14,9
Career (43 matches),,0.1%,0.0%,5.6%,63.1%,9.2%,15.7%,13.3%,9.1%,24.3%,0.9%,45.6%,-26,-13
