Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
23-Mar-2026,Sao Paulo CH,Clay,F,102,157,(3) Burruchaga d. (5) Jaime Faria [POR],6-7(5) 6-4 6-4,1.10,2.8%,9.3%,60.7%,70.8%,47.6%,2/6,2:49
02-Feb-2026,Rosario CH,Clay,F,118,48,(1) Camilo Ugo Carabelli [ARG] d. (5) Burruchaga,6-2 6-3,0.70,4.2%,5.6%,67.6%,52.1%,43.5%,10/15,1:42
20-Oct-2025,Costa do Sauipe CH,Clay,F,128,190,(9) Burruchaga d. (SE) Adolfo Daniel Vallejo [PAR],6-1 6-2,1.66,6.5%,0.0%,52.2%,75.0%,59.1%,1/2,1:16
22-Sep-2025,Buenos Aires CH,Clay,F,144,188,(6) Burruchaga d. Alex Barrena [ARG],7-6(4) 6-3,1.12,3.0%,7.6%,59.1%,59.0%,55.6%,1/5,1:43
27-Jan-2025,Piracicaba CH,Clay,F,152,224,(6) Burruchaga d. Facundo Mena [ARG],7-6(8) 6-7(6) 7-6(4),1.12,3.1%,6.3%,60.9%,73.1%,60.0%,4/7,3:45
22-Jul-2024,Zug CH,Clay,F,148,278,(Alt) Jerome Kym [SUI] d. (3) Burruchaga,6-4 6-4,0.79,2.8%,4.2%,63.9%,56.5%,30.8%,3/8,1:37
20-Nov-2023,Brasilia CH,Hard,F,211,106,(Q) Alejandro Tabilo [CHI] d. Burruchaga,6-3 7-6(6),0.67,2.7%,6.8%,54.1%,72.5%,44.1%,3/4,1:43
28-Nov-2022,M25 Vacaria,Clay,F,265,574,(1) Burruchaga d. (7) Orlando Luz [BRA],0-6 6-4 6-0,,,,,,,,
28-Feb-2022,M15 Antalya,Clay,F,527,555,(8) Lukas Neumayer [AUT] d. (4) Burruchaga,6-4 1-6 6-2,,,,,,,,
23-Aug-2021,M25 Poznan,Clay,F,688,664,Burruchaga d. Pawel Cias [POL],5-7 6-3 6-2,,,,,,,,
