Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2025 Gstaad R16,W vs Zahraj,26.1%,33.7%,52.2%,31.5%,36.7%,43.3%,50.0%,45.0%,61.5%,44.1%,50.0%,6.5%,16.1%,55.2%,-49
2022 Buenos Aires CH R32,L vs Jaziri,20.9%,33.7%,50.0%,29.2%,25.8%,36.4%,46.9%,36.5%,22.6%,54.3%,100.0%,5.0%,25.0%,57.9%,-79
Career (2 matches),,23.6%,33.7%,51.1%,30.4%,31.0%,39.7%,48.3%,40.6%,40.4%,49.3%,77.8%,5.9%,19.6%,56.3%,-55
