Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
8,Genaro Alberto Olivieri [ARG],6,2,75.0%,3,1,2,33.3%,2020,2026,7,1.16,1.4%,4.2%,57.7%,62.6%,49.4%,57.0%,49.6%,57.1%,60.4%
6,Gustavo Heide [BRA],6,0,100.0%,3,3,0,100.0%,2022,2026,5,1.19,6.0%,6.0%,60.2%,77.1%,52.7%,67.4%,38.7%,71.9%,48.3%
6,Camilo Ugo Carabelli [ARG],3,3,50.0%,1,0,1,0.0%,2020,2026,5,1.02,3.6%,4.8%,63.9%,63.6%,51.9%,59.4%,41.3%,65.9%,50.0%
6,Andrea Collarini [ARG],5,1,83.3%,0,0,0,-,2023,2025,6,1.12,3.1%,7.0%,59.1%,68.4%,45.6%,59.1%,46.0%,59.5%,56.4%
6,Murkel Alejandro Dellien Velasco [BOL],3,3,50.0%,0,0,0,-,2022,2024,5,1.06,1.5%,5.3%,56.9%,61.9%,51.7%,57.5%,45.1%,61.5%,52.8%
5,Santiago Fa Rodriguez Taverna [ARG],4,1,80.0%,1,0,1,0.0%,2021,2025,5,1.20,4.9%,4.9%,64.0%,74.8%,49.2%,65.5%,41.3%,59.1%,48.6%
5,Adolfo Daniel Vallejo [PAR],4,1,80.0%,3,1,2,33.3%,2023,2025,5,1.22,1.9%,3.6%,64.6%,63.3%,49.3%,58.4%,50.7%,46.3%,47.7%
5,Hernan Casanova [ARG],3,2,60.0%,0,0,0,-,2019,2025,4,1.15,4.0%,7.2%,61.6%,68.8%,44.8%,59.6%,46.5%,55.2%,37.8%
5,Gonzalo Villanueva [ARG],2,3,40.0%,0,0,0,-,2022,2025,4,1.10,0.9%,4.3%,51.9%,66.4%,54.0%,60.4%,43.7%,55.6%,50.0%
5,Francisco Comesana [ARG],3,2,60.0%,0,0,0,-,2022,2024,5,1.07,0.3%,4.7%,66.8%,68.1%,49.1%,61.8%,40.7%,66.7%,37.1%
4,Tomas Martin Etcheverry [ARG],1,3,25.0%,3,1,2,33.3%,2022,2026,4,0.91,2.3%,3.9%,68.6%,66.5%,50.0%,61.3%,35.2%,62.2%,41.7%
4,Mariano Navone [ARG],3,1,75.0%,3,1,2,33.3%,2023,2025,4,1.05,0.0%,2.7%,64.1%,62.8%,45.8%,56.7%,45.5%,50.0%,41.7%
4,Marco Cecchinato [ITA],2,2,50.0%,2,0,2,0.0%,2022,2025,4,1.08,2.6%,2.2%,67.5%,69.2%,48.0%,62.3%,40.5%,68.2%,54.5%
4,Juan Manuel Cerundolo [ARG],2,2,50.0%,2,0,2,0.0%,2023,2025,4,1.10,0.9%,2.9%,59.1%,64.7%,48.3%,58.0%,46.1%,65.9%,46.7%
4,Juan Pablo Ficovich [ARG],0,4,0.0%,2,2,0,100.0%,2024,2025,4,0.91,2.2%,5.0%,54.2%,62.3%,46.6%,55.1%,40.6%,45.9%,35.3%
