Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2022-08-29),446,111,,,,,,,,,,,,
2021,,,114,1667,118,1619,110,1613,78,1594,,,,
2020,69,1020,89,1693,96,1629,70,1654,,,49,1886,,
2019,67,859,93,1713,110,1644,86,1643,67,1633,55,1461,,
2018,94,643,94,1706,106,1636,80,1653,73,1608,114,658,,
2018,94,643,94,1706,106,1636,80,1653,73,1608,114,658,,
2017,62,965,78,1738,83,1688,108,1586,59,1637,74,971,,
2016,60,965,94,1700,87,1665,151,1499,75,1606,181,363,,
2015,117,532,177,1498,183,1442,184,1381,103,1548,199,331,,
2014,121,468,177,1553,177,1501,196,1416,73,1594,71,1134,,
2013,130,487,111,1670,108,1632,161,1517,65,1611,91,977,,
2012,104,648,138,1622,134,1574,178,1469,77,1593,101,772,,
2011,176,362,185,1514,187,1470,217,1402,94,1564,143,557,,
2010,222,259,189,1519,194,1471,262,1315,97,1561,398,130,,
2009,473,67,,,,,,,,,,,,
2008,748,14,,,,,,,,,,,,
2007,854,8,,,,,,,,,,,,
