Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,11,Hard,20,9,11,45.0%,7,4,3,57.1%,2011,2021,R32,16,0.95,12.8%,4.5%,60.1%,70.2%,45.5%,60.3%,37.9%,56.3%,32.5%
Roland Garros,11,Clay,12,1,11,8.3%,2,1,1,50.0%,2011,2021,R64,11,0.81,8.1%,5.1%,58.8%,67.7%,40.6%,56.5%,35.4%,56.6%,35.4%
Wimbledon,10,Grass,21,11,10,52.4%,2,2,0,100.0%,2011,2021,R32,15,0.96,9.0%,4.7%,60.8%,68.3%,48.7%,60.6%,37.8%,47.5%,34.1%
US Open,12,Hard,28,16,12,57.1%,12,5,7,41.7%,2010,2021,R64,24,1.13,10.2%,5.3%,59.1%,73.9%,47.9%,63.3%,41.5%,61.0%,52.8%
Birmingham,5,Grass,15,10,5,66.7%,7,4,3,57.1%,2013,2021,QF,15,1.06,11.9%,6.5%,62.0%,75.3%,47.9%,64.9%,37.3%,65.4%,39.0%
Strasbourg,2,Clay,4,2,2,50.0%,1,0,1,0.0%,2017,2021,QF,4,1.02,11.6%,5.6%,58.3%,68.3%,44.4%,58.3%,42.6%,62.9%,45.2%
Miami,6,Hard,13,6,7,46.2%,2,0,2,0.0%,2013,2021,R32,13,1.08,11.3%,5.3%,56.1%,74.2%,41.6%,59.9%,43.4%,61.7%,43.2%
Dubai,7,Hard,8,1,7,12.5%,4,1,3,25.0%,2013,2021,R32,8,0.84,10.0%,6.1%,55.6%,65.4%,40.6%,54.4%,38.3%,42.9%,30.6%
Doha,5,Hard,12,6,6,50.0%,2,0,2,0.0%,2014,2021,R16,12,1.04,8.4%,5.5%,59.4%,71.5%,39.6%,58.6%,42.9%,56.6%,41.0%
Prague,9,Clay,17,8,9,47.1%,4,2,2,50.0%,2006,2020,F,16,0.93,9.2%,4.2%,63.1%,68.8%,44.4%,59.8%,37.5%,64.5%,35.0%
