Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2020 Prague R32,W vs Fruhvirtova,0.0%,-,16.0%,58.3%,17.3%,29.6%,0.0%,17.1%,22.2%,1.3%,33.3%,82,110
2020 Shenzhen SF,L vs Rybakina,6.0%,0.0%,9.0%,45.5%,25.8%,33.3%,0.0%,23.1%,33.3%,3.6%,25.0%,162,153
2020 Shenzhen R16,W vs Sabalenka,3.6%,50.0%,8.0%,72.7%,28.9%,37.5%,0.0%,10.0%,20.0%,1.4%,0.0%,46,76
2019 Bucharest QF,L vs Tig,0.0%,-,10.5%,88.9%,26.8%,44.4%,0.0%,12.7%,12.5%,3.4%,42.9%,135,113
2019 Wimbledon R128,L vs Juvan,2.2%,50.0%,12.8%,70.8%,19.6%,21.1%,0.0%,18.2%,23.1%,0.6%,0.0%,121,126
2019 Birmingham R16,W vs Pliskova,0.0%,-,5.9%,72.7%,13.4%,12.0%,0.0%,13.6%,11.1%,0.5%,0.0%,54,128
2019 Lugano R32,W vs In Albon,3.7%,100.0%,8.5%,63.6%,12.0%,13.0%,10.0%,5.1%,28.6%,3.1%,50.0%,23,62
2018 Madrid R16,L vs Halep,0.0%,-,6.9%,75.0%,6.4%,9.1%,0.0%,7.1%,8.3%,3.2%,16.7%,21,41
2018 Prague QF,L vs Buzarnescu,0.0%,-,9.9%,84.6%,16.9%,21.1%,0.0%,8.7%,8.3%,1.1%,50.0%,11,2
2018 Charleston R32,W vs Kvitova,0.0%,-,5.1%,66.7%,16.7%,27.3%,50.0%,12.3%,20.0%,2.8%,50.0%,-36,15
2018 Indian Wells R64,L vs Halep,8.9%,20.0%,8.6%,20.0%,5.6%,17.6%,0.0%,4.7%,0.0%,2.9%,40.0%,60,76
2018 Acapulco R32,L vs Zarazua,1.5%,0.0%,12.1%,57.1%,14.0%,14.8%,50.0%,2.8%,0.0%,3.2%,14.3%,135,119
2018 Shenzhen R32,W vs Ostapenko,0.0%,-,0.7%,100.0%,7.7%,20.0%,0.0%,3.0%,20.0%,0.0%,-,20,121
2017 Moscow R32,L vs Saville,5.3%,40.0%,10.4%,63.6%,14.9%,8.7%,0.0%,14.3%,18.2%,3.7%,11.1%,8,20
2017 Beijing R64,L vs Kvitova,0.0%,-,1.6%,100.0%,19.4%,25.0%,0.0%,10.3%,16.7%,0.8%,100.0%,132,112
2017 Madrid R64,L vs Halep,4.7%,0.0%,4.0%,25.0%,10.8%,18.2%,0.0%,10.0%,0.0%,1.8%,0.0%,32,29
2017 Prague QF,W vs Haddad Maia,0.0%,-,4.2%,75.0%,10.1%,12.9%,0.0%,15.1%,23.5%,2.7%,57.1%,99,124
2017 Biel QF,L vs Vondrousova,6.8%,75.0%,12.6%,75.0%,10.3%,11.1%,0.0%,2.7%,11.1%,1.9%,33.3%,69,78
2017 Miami R128,L vs Minella,6.5%,71.4%,12.7%,66.7%,17.5%,18.4%,12.5%,8.5%,12.9%,1.7%,14.3%,41,33
2017 Indian Wells R32,L vs Cibulkova,3.4%,33.3%,5.1%,53.8%,14.6%,18.6%,10.7%,6.7%,9.1%,1.2%,20.0%,10,47
Career (27 matches),,2.1%,44.7%,8.2%,62.8%,13.9%,19.3%,5.6%,9.3%,14.2%,1.9%,27.3%,41,66
