Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2020 Prague R32,W vs Fruhvirtova,76.3%,57.4%,2.5%,0/2,2.50,5.0%,70.7%,51.7%,0.0%,2.77,10.5%,86.5%,62.5%,5.4%,2.25,0.0%
2020 Shenzhen SF,L vs Rybakina,60.9%,38.5%,6.3%,3/1,2.18,28.6%,58.5%,33.3%,7.3%,2.30,41.7%,75.0%,46.7%,5.0%,1.95,0.0%
2020 Shenzhen R16,W vs Sabalenka,64.7%,54.5%,4.4%,2/1,2.38,22.5%,61.9%,46.2%,0.0%,2.59,31.8%,78.3%,66.7%,13.0%,2.12,11.1%
2019 Bucharest QF,L vs Tig,62.2%,52.5%,1.0%,0/1,1.97,10.2%,67.7%,43.2%,0.0%,2.10,16.7%,60.7%,76.5%,3.6%,1.74,0.0%
2019 Wimbledon R128,L vs Juvan,63.0%,51.7%,1.1%,0/1,2.27,43.4%,64.9%,51.4%,1.8%,2.06,54.3%,72.4%,52.4%,0.0%,2.68,22.2%
2019 Birmingham R16,W vs Pliskova,57.4%,55.6%,4.3%,2/2,2.90,25.6%,52.2%,42.9%,4.5%,2.71,39.1%,79.2%,78.9%,4.2%,3.11,10.0%
2019 Lugano R32,W vs In Albon,67.6%,50.0%,0.0%,0/0,2.34,17.1%,74.5%,48.6%,0.0%,1.95,27.8%,78.6%,54.5%,0.0%,2.72,5.9%
2018 Madrid R16,L vs Halep,58.2%,37.5%,1.8%,0/1,2.74,5.1%,54.8%,41.2%,3.2%,2.65,10.0%,68.2%,33.3%,0.0%,2.84,0.0%
2018 Prague QF,L vs Buzarnescu,71.4%,44.0%,10.0%,5/2,2.23,42.2%,78.3%,36.1%,10.9%,2.18,54.8%,66.7%,64.3%,9.5%,2.32,14.3%
2018 Charleston R32,W vs Kvitova,68.2%,60.3%,12.9%,11/0,2.05,1.7%,76.1%,54.3%,15.2%,2.01,3.3%,76.7%,69.6%,13.3%,2.10,0.0%
2018 Indian Wells R64,L vs Halep,76.9%,57.5%,9.6%,1/4,2.48,10.0%,77.4%,54.2%,9.7%,2.50,20.0%,80.0%,62.5%,10.0%,2.44,0.0%
2018 Acapulco R32,L vs Zarazua,78.3%,33.3%,4.3%,0/2,1.96,11.5%,87.5%,28.6%,3.1%,2.05,31.3%,72.7%,50.0%,9.1%,1.92,2.8%
2018 Shenzhen R32,W vs Ostapenko,64.4%,66.0%,6.8%,3/2,2.91,11.1%,69.7%,69.6%,6.1%,2.89,12.5%,75.0%,62.5%,9.4%,2.93,9.1%
2017 Moscow R32,L vs Saville,63.2%,50.7%,3.8%,2/2,2.51,17.3%,68.8%,47.7%,0.0%,2.10,33.3%,74.2%,56.5%,12.9%,2.93,3.6%
2017 Beijing R64,L vs Kvitova,46.6%,48.1%,5.2%,3/0,2.67,7.5%,38.7%,33.3%,0.0%,2.62,15.8%,62.5%,60.0%,12.5%,2.73,0.0%
2017 Madrid R64,L vs Halep,50.0%,46.4%,5.4%,1/2,2.37,7.1%,58.3%,42.9%,2.8%,1.67,10.0%,58.3%,57.1%,16.7%,2.76,5.6%
2017 Prague QF,W vs Haddad Maia,71.4%,55.0%,4.8%,1/3,2.60,33.3%,69.6%,53.8%,1.8%,2.42,48.8%,80.8%,57.1%,11.5%,2.98,0.0%
2017 Biel QF,L vs Vondrousova,60.7%,45.9%,8.2%,4/1,2.35,35.7%,55.6%,46.7%,3.7%,2.11,68.2%,75.9%,45.5%,13.8%,2.63,0.0%
2017 Miami R128,L vs Minella,72.6%,51.1%,3.2%,2/2,1.96,8.9%,78.4%,50.0%,1.4%,1.93,18.9%,76.2%,53.1%,7.1%,2.00,0.0%
2017 Indian Wells R32,L vs Cibulkova,80.8%,48.4%,1.3%,1/1,2.70,10.5%,82.5%,41.2%,1.9%,2.23,27.3%,86.0%,64.9%,0.0%,3.02,0.0%
Career (27 matches),,67.9%,50.7%,3.8%,54.3%,2.35,16.7%,70.2%,46.4%,2.7%,2.30,29.6%,75.5%,58.2%,6.6%,2.41,3.2%
