Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2021,20,5,15,25.0%,16-31,34.0%,219-261,45.6%,3-7,30.0%,20,71.6%,21.3%,10.3%,5.8%,60.5%,72.0%,39.3%,59.1%,35.8%,47.7%,0.87,QF (Cluj-Napoca 1)
2020,17,9,8,52.9%,20-17,54.1%,181-173,51.1%,0-2,0.0%,17,78.5%,23.5%,11.3%,4.7%,60.6%,72.3%,43.7%,61.1%,37.8%,49.8%,0.97,SF (2x)
2019,39,18,21,46.2%,44-48,47.8%,436-445,49.5%,6-5,54.5%,39,75.5%,23.5%,11.7%,5.7%,59.7%,72.9%,44.3%,61.4%,38.3%,49.9%,0.99,SF (2x)
2018,36,14,22,38.9%,37-48,43.5%,396-429,48.0%,5-7,41.7%,36,71.7%,24.6%,10.3%,4.9%,57.2%,71.2%,43.9%,59.5%,39.1%,49.2%,0.97,QF (4x)
2017,45,22,23,48.9%,56-52,51.9%,536-528,50.4%,12-10,54.5%,45,72.3%,28.8%,10.8%,5.0%,57.9%,70.8%,45.8%,60.2%,39.8%,50.0%,1.00,F (Prague)
2016,24,10,14,41.7%,27-31,46.6%,282-291,49.2%,4-2,66.7%,24,73.8%,24.7%,14.1%,5.6%,56.7%,72.4%,45.2%,60.6%,38.6%,49.6%,0.98,W (Tashkent)
2015,6,2,4,33.3%,7-10,41.2%,80-89,47.3%,0-0,-,4,46.7%,46.7%,11.4%,7.0%,60.6%,72.8%,42.7%,61.0%,39.5%,49.3%,1.01,R32 (4x)
2014,13,3,10,23.1%,13-21,38.2%,156-179,46.6%,5-0,100.0%,13,-,-,10.7%,5.1%,54.2%,71.0%,47.7%,60.4%,36.3%,48.3%,0.92,R16 (3x)
2013,13,3,10,23.1%,9-21,30.0%,122-160,43.3%,2-3,40.0%,12,-,-,8.1%,5.2%,57.7%,66.9%,46.1%,58.1%,36.2%,47.1%,0.86,R16 (Baku)
2012,6,3,3,50.0%,7-6,53.8%,64-51,55.7%,1-0,100.0%,5,-,-,6.1%,4.8%,61.7%,66.8%,50.0%,60.4%,40.1%,50.4%,1.01,R16 (Kuala Lumpur)
2011,7,2,5,28.6%,5-11,31.3%,67-87,43.5%,0-2,0.0%,7,-,-,4.9%,5.6%,58.8%,62.3%,40.8%,53.4%,38.9%,46.9%,0.84,R16 (2x)
2010,2,0,2,0.0%,0-4,0.0%,13-25,34.2%,0-1,0.0%,2,-,-,5.9%,5.1%,61.0%,66.7%,32.6%,53.4%,38.6%,45.7%,0.83,R32 (2x)
2008,1,0,1,0.0%,0-2,0.0%,2-12,14.3%,0-0,-,1,-,-,0.0%,9.3%,58.1%,36.0%,27.8%,32.6%,25.7%,29.5%,0.38,R32 (Prague)
2007,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,1,-,-,1.8%,7.1%,66.1%,59.5%,15.8%,44.6%,23.7%,36.2%,0.43,R32 (Prague)
Career,230,91,139,39.6%,241-304,44.2%,2557-2742,48.3%,38-39,49.4%,226,73.4%,25.0%,10.7%,5.3%,58.3%,71.0%,44.3%,59.8%,38.3%,49.1%,0.95,
