Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
27-Sep-2021,Nur-Sultan,Hard,R32,129,88,(7) Varvara Gracheva [RUS] d. Pliskova,6-3 7-6(5),0.65,13.0%,14.5%,49.3%,79.4%,25.7%,3/7,1:24
30-Aug-2021,US Open,Hard,R64,115,11,(10) Petra Kvitova [CZE] d. (Q) Pliskova,7-6(4) 6-2,0.75,11.8%,4.4%,58.8%,72.5%,50.0%,1/3,1:19
30-Aug-2021,US Open,Hard,R128,115,67,(Q) Pliskova d. Danka Kovinic [MNE],6-4 6-3,1.48,27.7%,4.3%,76.6%,80.6%,36.4%,0/1,1:06
30-Aug-2021,US Open,Hard,Q3,115,134,(11) Pliskova d. (20) Kamilla Rakhimova [RUS],7-6(5) 6-4,1.19,14.9%,4.5%,67.2%,86.7%,59.1%,0/0,1:22
30-Aug-2021,US Open,Hard,Q2,115,224,(11) Pliskova d. Robin Anderson [USA],6-7(5) 6-4 6-1,1.36,14.9%,2.3%,66.7%,77.6%,65.5%,1/2,2:08
30-Aug-2021,US Open,Hard,Q1,115,192,(11) Pliskova d. Valeria Savinykh [RUS],6-2 6-1,2.26,21.6%,13.5%,54.1%,90.0%,58.8%,0/0,0:53
02-Aug-2021,Cluj-Napoca 1,Clay,QF,123,170,Mihaela Buzarnescu [ROU] d. Pliskova,7-5 6-3,0.68,16.7%,4.5%,65.2%,72.1%,26.1%,1/4,1:27
02-Aug-2021,Cluj-Napoca 1,Clay,R16,123,182,Pliskova d. Katarzyna Kawa [POL],6-4 6-4,1.07,6.9%,7.9%,60.4%,65.6%,30.0%,16/20,1:59
02-Aug-2021,Cluj-Napoca 1,Clay,R32,123,100,Pliskova d. (4) Martina Trevisan [ITA],6-4 6-4,1.25,21.2%,6.1%,54.5%,80.6%,40.0%,8/10,1:37
26-Jul-2021,Belgrade 125K,Clay,QF,132,203,Rebecca Sramkova [SVK] d. Pliskova,4-6 6-4 7-6(5),0.98,6.9%,4.3%,49.1%,70.2%,47.5%,7/11,2:55
26-Jul-2021,Belgrade 125K,Clay,R16,132,87,Pliskova d. (3) Varvara Gracheva [RUS],7-6(5) 6-4,1.19,1.4%,4.2%,58.3%,66.7%,56.7%,4/6,1:52
26-Jul-2021,Belgrade 125K,Clay,R32,132,277,Pliskova d. (WC) Tena Lukas [CRO],6-1 6-4,1.26,11.9%,5.1%,64.4%,65.8%,52.4%,7/8,1:23
12-Jul-2021,Lausanne,Clay,R32,99,128,(Q) Astra Sharma [AUS] d. Pliskova,2-6 7-6(4) 6-1,0.94,12.5%,7.5%,60.0%,75.0%,40.6%,3/6,1:47
05-Jul-2021,Hamburg,Clay,R16,106,47,(3) Tamara Zidansek [SLO] d. Pliskova,6-3 3-6 6-3,0.91,12.6%,1.1%,62.1%,68.5%,42.4%,5/9,1:51
05-Jul-2021,Hamburg,Clay,R32,106,112,Pliskova d. Irina Bara [ROU],6-2 7-6(5),1.36,11.1%,4.8%,55.6%,77.1%,60.7%,3/4,1:36
28-Jun-2021,Wimbledon,Grass,R64,106,19,(16) Anastasia Pavlyuchenkova [RUS] d. Pliskova,6-3 6-3,0.74,3.3%,5.0%,58.3%,60.0%,44.0%,9/14,1:07
28-Jun-2021,Wimbledon,Grass,R128,106,127,Pliskova d. (LL) Astra Sharma [AUS],3-6 6-4 6-4,0.98,5.7%,3.4%,54.0%,78.7%,42.5%,3/6,1:40
14-Jun-2021,Birmingham,Grass,R32,92,203,(Q) Coco Vandeweghe [USA] d. Pliskova,6-4 7-6(1),0.58,16.9%,11.3%,66.2%,74.5%,33.3%,2/4,1:21
31-May-2021,Roland Garros,Clay,R128,89,33,Barbora Krejcikova [CZE] d. Pliskova,5-7 6-4 6-2,0.88,6.3%,4.2%,60.4%,70.7%,42.1%,10/15,2:09
24-May-2021,Strasbourg,Clay,R32,89,65,Alize Cornet [FRA] d. Pliskova,6-4 7-5,0.79,4.2%,2.8%,70.4%,64.0%,23.8%,4/9,1:39
