Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2019 Wimbledon R128,L vs Juvan,34,36,0.9,18.2%,19.3%,27,28,1.0,17.0%,17.6%,8.8%,5.0%,1.0,14.4%,13.9%
2018 US Open R128,L vs Bertens,19,21,0.9,17.4%,19.3%,16,19,0.8,16.8%,20.0%,12.6%,3.2%,1.6,25.7%,16.5%
2018 Wimbledon R128,L vs Dulgheru,33,25,1.3,20.1%,15.2%,27,19,1.4,18.0%,12.7%,14.0%,3.3%,2.8,13.4%,4.9%
2017 US Open R128,W vs Eguchi,19,19,1.0,20.4%,20.4%,16,17,0.9,18.8%,20.0%,12.9%,4.7%,0.4,6.5%,18.3%
2017 Wimbledon R64,L vs Sakkari,32,24,1.3,14.9%,11.2%,24,20,1.2,12.2%,10.2%,7.1%,3.6%,1.6,20.9%,13.0%
2017 Wimbledon R128,W vs Vinci,30,18,1.7,23.6%,14.2%,21,16,1.3,18.4%,14.0%,11.4%,4.4%,1.1,15.0%,13.4%
2017 Roland Garros R128,L vs Paquet,30,41,0.7,16.8%,22.9%,27,38,0.7,17.2%,24.2%,9.6%,7.0%,1.2,20.7%,16.8%
2017 Australian Open R32,L vs Kerber,19,34,0.6,19.6%,35.1%,13,31,0.4,15.7%,37.3%,10.8%,3.6%,1.0,14.4%,14.4%
2017 Australian Open R64,W vs Begu,23,28,0.8,16.0%,19.4%,17,28,0.6,13.5%,22.2%,7.9%,4.8%,0.9,19.4%,21.5%
2017 Australian Open R128,W vs Golubic,37,52,0.7,21.1%,29.7%,30,48,0.6,18.9%,30.2%,13.2%,5.7%,0.7,11.4%,16.0%
2016 Wimbledon R128,L vs Duan,32,34,0.9,17.6%,18.7%,22,28,0.8,14.0%,17.8%,8.9%,3.2%,1.4,19.2%,13.7%
2016 Australian Open R64,L vs Puig,53,43,1.2,23.0%,18.7%,22,38,0.6,12.0%,20.8%,8.7%,2.7%,1.8,16.1%,9.1%
2016 Australian Open R128,W vs Stosur,31,26,1.2,19.0%,16.0%,21,21,1.0,14.8%,14.8%,7.0%,3.5%,0.7,14.1%,20.2%
2015 Wimbledon R32,L vs Niculescu,31,30,1.0,21.7%,21.0%,28,29,1.0,20.6%,21.3%,10.3%,10.3%,2.9,14.0%,4.9%
2015 Wimbledon R64,W vs Kuznetsova,27,15,1.8,16.5%,9.1%,19,10,1.9,13.4%,7.0%,8.5%,3.5%,1.1,15.9%,14.6%
2015 Wimbledon R128,W vs Smitkova,39,39,1.0,20.1%,20.1%,22,34,0.6,13.7%,21.1%,9.9%,3.7%,0.9,16.5%,17.5%
2014 Wimbledon R128,L vs Shvedova,33,23,1.4,16.6%,11.6%,23,20,1.2,13.5%,11.8%,7.1%,4.1%,1.0,21.1%,22.1%
2011 Wimbledon R128,L vs Bartoli,6,12,0.5,7.3%,14.6%,3,9,0.3,4.3%,13.0%,1.4%,2.9%,2.8,20.7%,7.3%
Career (18 matches),,528,520,1.0,18.5%,18.3%,378,453,0.8,15.2%,18.2%,9.5%,4.4%,1.2,16.8%,14.4%
