Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,126,49,77,38.9%,137-164,45.5%,1426-1505,48.7%,25-23,52.1%,123,72.3%,25.6%,11.0%,5.4%,57.6%,71.1%,43.8%,59.5%,38.9%,49.2%,0.96
Clay,71,31,40,43.7%,72-89,44.7%,743-802,48.1%,7-10,41.2%,70,73.7%,26.9%,9.6%,5.1%,58.7%,70.4%,43.6%,59.4%,39.1%,49.3%,0.96
Grass,33,11,22,33.3%,32-51,38.6%,388-435,47.1%,6-6,50.0%,33,77.6%,17.3%,11.8%,5.1%,60.5%,71.6%,47.4%,62.1%,34.5%,48.3%,0.91
Grand Slams,46,15,31,32.6%,42-66,38.9%,487-558,46.6%,7-8,46.7%,46,73.6%,19.5%,10.2%,4.7%,59.7%,68.9%,47.1%,60.1%,36.9%,48.5%,0.93
Premiers,29,9,20,31.0%,29-45,39.2%,343-383,47.2%,4-6,40.0%,29,71.3%,24.3%,10.0%,5.5%,57.0%,71.1%,42.8%,58.9%,37.7%,48.5%,0.92
Internationals,138,61,77,44.2%,154-170,47.5%,1535-1608,48.8%,26-21,55.3%,134,74.2%,25.9%,11.2%,5.5%,58.4%,71.4%,43.8%,59.9%,38.5%,49.3%,0.96
Finals,2,1,1,50.0%,3-3,50.0%,27-27,50.0%,0-0,-,2,66.7%,33.3%,10.3%,1.1%,60.3%,64.0%,42.5%,55.4%,43.3%,49.5%,0.97
Semi-finals,6,2,4,33.3%,4-8,33.3%,52-64,44.8%,1-1,50.0%,6,70.2%,19.3%,12.0%,4.9%,63.9%,71.1%,41.4%,60.3%,36.6%,48.0%,0.92
Quarter-finals,17,6,11,35.3%,13-24,35.1%,160-199,44.6%,1-2,33.3%,17,70.6%,18.6%,12.8%,4.8%,61.8%,71.6%,40.6%,59.7%,35.8%,48.0%,0.89
vs Righties,213,84,129,39.4%,226-282,44.5%,2390-2560,48.3%,38-36,51.4%,209,73.5%,25.1%,10.7%,5.3%,58.3%,71.0%,44.4%,59.9%,38.2%,49.1%,0.95
vs Lefties,15,5,10,33.3%,11-22,33.3%,142-170,45.5%,0-3,0.0%,15,70.8%,22.6%,12.8%,5.4%,59.2%,70.2%,42.0%,58.7%,37.8%,48.2%,0.91
vs Top 10,13,4,9,30.8%,9-20,31.0%,112-152,42.4%,2-2,50.0%,13,69.0%,22.9%,13.3%,5.4%,57.3%,69.3%,40.3%,56.9%,36.9%,46.6%,0.86
