Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
1980,,,62,1682,,,32,1680,56,1595,,,,
1978,,,40,1727,32,1648,20,1719,45,1611,,,,
1976,,,37,1753,,,27,1734,37,1629,,,,
1975,,,33,1788,25,1684,22,1774,37,1659,,,,
1974,,,26,1819,,,16,1820,34,1678,,,,
1972,,,25,1827,16,1729,16,1816,28,1695,,,,
1971,,,13,1908,,,12,1892,16,1768,,,,
1970,,,22,1864,,,16,1849,21,1729,,,,
1969,,,24,1820,24,1627,14,1835,23,1692,,,,
1968,,,19,1846,,,15,1836,31,1674,,,,
1967,,,25,1769,,,17,1765,30,1657,,,,
1966,,,40,1705,28,1535,36,1671,36,1634,,,,
1965,,,21,1792,,,23,1702,20,1703,,,,
1964,,,68,1526,,,80,1396,57,1496,,,,
