Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,10,Grass,22,12,10,54.5%,1,0,1,0.0%,1962,1980,QF,0,,,,,,,,,,
Roland Garros,17,Clay,35,18,17,51.4%,1,0,1,0.0%,1965,1984,QF,0,,,,,,,,,,
Wimbledon,14,Grass,21,7,14,33.3%,0,0,0,-,1965,1979,R32,0,,,,,,,,,,
US Open,11,Hard,18,7,11,38.9%,0,0,0,-,1965,1979,R16,0,,,,,,,,,,
Fed Cup,9,,30,14,16,46.7%,1,0,1,0.0%,1966,1980,,0,,,,,,,,,,
Monte Carlo,11,Clay,38,30,8,78.9%,5,4,1,80.0%,1965,1980,W,0,,,,,,,,,,
Nice,11,,37,30,7,81.1%,4,1,3,25.0%,1965,1981,W,0,,,,,,,,,,
Rome,10,Clay,31,21,10,67.7%,2,1,1,50.0%,1965,1976,SF,0,,,,,,,,,,
Melbourne,8,Grass,18,10,8,55.6%,0,0,0,-,1961,1971,SF,0,,,,,,,,,,
Sydney,8,Grass,17,9,8,52.9%,0,0,0,-,1961,1980,SF,0,,,,,,,,,,
Brisbane,7,Grass,19,12,7,63.2%,1,0,1,0.0%,1962,1980,SF,0,,,,,,,,,,
