Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,29,19,10,65.5%,38-25,60.3%,309-254,54.9%,3-0,100.0%,0,,,,,,,,,,,
Clay,479,346,133,72.2%,735-308,70.5%,5601-3811,59.5%,11-11,50.0%,0,,,,,,,,,,,
Grass,230,126,104,54.8%,271-234,53.7%,2409-2201,52.3%,2-2,50.0%,0,,,,,,,,,,,
Carpet,11,5,6,45.5%,9-12,42.9%,81-91,47.1%,0-0,-,0,,,,,,,,,,,
Grand Slams,91,41,50,45.1%,95-106,47.3%,911-903,50.2%,0-2,0.0%,0,,,,,,,,,,,
Finals,88,53,35,60.2%,118-78,60.2%,996-814,55.0%,0-3,0.0%,0,,,,,,,,,,,
Semi-finals,119,74,45,62.2%,164-108,60.3%,1382-1132,55.0%,2-2,50.0%,0,,,,,,,,,,,
Quarter-finals,155,103,52,66.5%,216-112,65.9%,1728-1290,57.3%,6-4,60.0%,0,,,,,,,,,,,
vs Righties,365,176,189,48.2%,399-412,49.2%,3790-3728,50.4%,11-10,52.4%,0,,,,,,,,,,,
vs Lefties,29,18,11,62.1%,40-24,62.5%,322-257,55.6%,0-3,0.0%,0,,,,,,,,,,,
