Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1996,1,0,1,0.0%,1-2,33.3%,12-16,42.9%,0-0,-,1,78.6%,7.1%,8.1%,2.3%,60.5%,69.2%,50.0%,61.6%,19.4%,43.1%,0.51,R32 (Marseille)
1995,4,1,3,25.0%,2-6,25.0%,36-47,43.4%,1-1,50.0%,4,77.5%,9.8%,6.7%,2.9%,55.6%,77.4%,48.1%,64.4%,31.7%,47.1%,0.89,R16 (Basel)
1991,14,7,7,50.0%,16-17,48.5%,146-162,47.4%,2-0,100.0%,14,68.4%,26.0%,5.8%,4.8%,55.0%,68.0%,43.9%,57.1%,37.9%,48.1%,0.88,QF (2x)
1990,45,23,22,51.1%,51-53,49.0%,478-499,48.9%,10-9,52.6%,0,,,,,,,,,,,,W (Sydney Outdoor)
1989,39,22,17,56.4%,53-43,55.2%,471-441,51.6%,11-14,44.0%,0,,,,,,,,,,,,F (Indian Wells)
1988,47,36,11,76.6%,79-36,68.7%,605-471,56.2%,16-11,59.3%,0,,,,,,,,,,,,W (Milan)
1987,47,34,13,72.3%,81-40,66.9%,623-487,56.1%,8-9,47.1%,0,,,,,,,,,,,,W (2x)
1986,58,43,15,74.1%,89-33,73.0%,649-470,58.0%,12-17,41.4%,0,,,,,,,,,,,,W (2x)
1985,70,51,19,72.9%,107-51,67.7%,846-665,56.0%,18-12,60.0%,0,,,,,,,,,,,,W (3x)
1984,36,25,11,69.4%,53-29,64.6%,417-343,54.9%,9-3,75.0%,0,,,,,,,,,,,,F (La Quinta)
1983,53,40,13,75.5%,95-35,73.1%,700-493,58.7%,8-6,57.1%,0,,,,,,,,,,,,W (3x)
1982,70,55,15,78.6%,123-45,73.2%,899-635,58.6%,10-6,62.5%,0,,,,,,,,,,,,W (4x)
1981,71,52,19,73.2%,110-53,67.5%,844-644,56.7%,9-12,42.9%,0,,,,,,,,,,,,W (2x)
1980,47,30,17,63.8%,66-42,61.1%,556-431,56.3%,7-8,46.7%,0,,,,,,,,,,,,F (Rome)
1979,54,39,15,72.2%,90-42,68.2%,699-517,57.5%,10-9,52.6%,0,,,,,,,,,,,,W (3x)
1978,39,24,15,61.5%,49-37,57.0%,409-368,52.6%,10-6,62.5%,0,,,,,,,,,,,,W (2x)
1977,1,0,1,0.0%,0-3,0.0%,6-18,25.0%,2-0,100.0%,0,,,,,,,,,,,,R128 (Roland Garros)
1975,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,0,,,,,,,,,,,,R32 (Perth Western Aus)
Career,697,482,215,69.2%,1065-569,65.2%,8400-6719,55.6%,143-123,53.8%,19,70.9%,21.5%,6.1%,4.3%,55.5%,69.7%,44.9%,58.7%,35.6%,47.6%,0.86,
