Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
1991 Paris R64,W vs Santoro,58.3%,64.3%,43.4%,67.7%,21.7%,42.9%,0.0%,14.3%,16.7%,0.0%,-,97,60
1990 US Open R64,L vs Becker,73.8%,56.5%,46.9%,54.2%,0.0%,0.0%,0.0%,20.0%,40.0%,0.7%,0.0%,2,45
1990 Roland Garros R128,W vs Clavet,33.6%,65.2%,28.0%,62.1%,6.5%,5.6%,5.6%,9.5%,33.3%,2.6%,40.0%,-42,-37
1990 Australian Open SF,L vs Lendl,83.1%,46.3%,51.1%,45.8%,5.6%,20.0%,0.0%,27.3%,33.3%,0.7%,0.0%,-70,-4
1986 Forest Hills SF,W vs Lendl,65.4%,88.2%,47.8%,75.0%,5.2%,13.0%,0.0%,10.0%,22.2%,2.7%,50.0%,-77,-13
1985 Rome F,W vs Mecir,28.2%,74.2%,40.8%,63.5%,12.7%,21.9%,0.0%,10.4%,33.3%,2.9%,35.7%,-47,-22
1983 Roland Garros F,W vs Wilander,26.5%,69.2%,47.9%,63.1%,5.4%,26.3%,0.0%,3.4%,4.8%,0.9%,40.0%,-96,-85
1983 Roland Garros SF,W vs Roger Vasselin,28.8%,71.4%,41.0%,69.1%,8.8%,26.7%,0.0%,15.2%,15.0%,2.4%,33.3%,10,-7
1982 Davis Cup EUR SF RR,W vs Lendl,36.1%,58.3%,24.6%,64.4%,9.6%,22.2%,0.0%,21.4%,46.2%,3.2%,9.1%,-81,-66
Career (9 matches),,44.2%,63.5%,38.9%,62.3%,8.2%,18.8%,3.4%,10.9%,24.4%,2.0%,31.5%,-48,-29
