Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,6,Hard,17,11,6,64.7%,12,7,5,58.3%,1978,1990,SF,0,,,,,,,,,,
Roland Garros,14,Clay,53,40,13,75.5%,33,17,16,51.5%,1977,1990,W,0,,,,,,,,,,
Wimbledon,6,Grass,12,6,6,50.0%,7,3,4,42.9%,1978,1990,R32,0,,,,,,,,,,
US Open,11,Hard,39,28,11,71.8%,26,15,11,57.7%,1978,1990,QF,0,,,,,,,,,,
Davis Cup,11,,40,25,15,62.5%,3,1,2,33.3%,1978,1990,,0,,,,,,,,,,
Basel,8,Hard,30,24,6,80.0%,16,10,6,62.5%,1979,1995,W,2,1.09,9.5%,1.6%,55.6%,74.3%,51.8%,64.3%,38.8%,37.5%,33.3%
Rome,8,Clay,29,22,7,75.9%,9,5,4,55.6%,1978,1988,W,0,,,,,,,,,,
Monte Carlo,8,Clay,27,19,8,70.4%,7,4,3,57.1%,1979,1988,F,0,,,,,,,,,,
Nice,6,Clay,19,14,5,73.7%,3,3,0,100.0%,1978,1990,W,0,,,,,,,,,,
Memphis,6,Carpet,18,12,6,66.7%,7,3,4,42.9%,1979,1985,F,0,,,,,,,,,,
La Quinta,5,Hard,22,18,4,81.8%,4,3,1,75.0%,1981,1986,W,0,,,,,,,,,,
