Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
1996,1300,,,,,,,,,,1237,2,,
1995,552,,,,,,,,,,423,90,,
1991,188,,107,1723,54,1768,72,1746,,,259,161,,
1990,40,,62,1805,30,1820,52,1758,70,1636,114,467,,
1989,16,,47,1829,25,1848,28,1848,,,251,,,
1988,12,,8,2068,7,2021,8,2029,,,195,,,
1987,8,,11,2037,9,2003,11,2010,19,1819,4,,,
1986,4,,10,2039,10,1957,6,2087,,,6,,,
1985,7,,9,2033,9,1960,7,2044,16,1833,11,,,
1984,9,,13,1986,11,1914,9,2020,23,1801,19,,,
1983,5,,13,1984,12,1910,7,2068,34,1762,,,,
1982,10,,5,2141,5,2072,6,2115,,,,,,
1981,13,,18,1970,18,1877,11,1984,47,1721,,,,
1980,18,,35,1899,23,1845,20,1921,61,1694,,,,
1979,26,,14,2018,17,1901,10,2030,35,1782,,,,
1978,49,,44,1853,71,1679,25,1873,67,1664,,,,
