Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
1990 Australian Open SF,L vs Lendl,8% (1/12),0% (0/1),0/4,46% (6/13),0% (0/6),0/0,0/0,1/3,0/0,0/1
1986 Forest Hills SF,W vs Lendl,64% (7/11),57% (4/7),1/1,20% (2/10),50% (1/2),2/2,0/0,0/0,0/0,0/0
1985 Rome F,W vs Mecir,47% (9/19),78% (7/9),1/4,32% (6/19),17% (1/6),5/6,1/2,1/2,0/1,0/0
1983 Roland Garros F,W vs Wilander,50% (8/16),75% (6/8),1/2,31% (5/16),40% (2/5),4/6,2/4,1/1,0/1,0/0
1983 Roland Garros SF,W vs Roger Vasselin,90% (9/10),89% (8/9),1/1,36% (4/11),75% (3/4),8/8,3/3,0/0,1/1,0/0
1990 (1 matches),,8.3%,0.0%,0.0%,46.2%,0.0%,-,-,33.3%,-,0.0%
1986 (1 matches),,63.6%,57.1%,100.0%,20.0%,50.0%,100.0%,-,-,-,-
1985 (1 matches),,47.4%,77.8%,25.0%,31.6%,16.7%,83.3%,50.0%,50.0%,0.0%,-
1983 (2 matches),,65.4%,82.4%,66.7%,33.3%,55.6%,85.7%,71.4%,100.0%,50.0%,-
Career (5 matches),,50.0%,73.5%,33.3%,33.3%,30.4%,86.4%,66.7%,50.0%,33.3%,0.0%
