Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
1991 Paris R64,W vs Santoro,60.3%,46.3%,7.4%,1/4,2.13,2.4%,94.3%,45.5%,0.0%,1.83,5.3%,61.5%,50.0%,38.5%,2.30,0.0%
1990 US Open R64,L vs Becker,79.1%,32.4%,5.8%,1/4,1.70,18.4%,79.7%,25.5%,1.7%,1.29,14.3%,77.8%,47.6%,14.8%,2.06,20.0%
1990 Roland Garros R128,W vs Clavet,71.7%,43.9%,6.3%,5/5,2.40,10.4%,80.0%,46.3%,7.0%,2.48,17.4%,89.5%,38.2%,7.9%,2.33,0.0%
1990 Australian Open SF,L vs Lendl,80.9%,21.8%,20.6%,3/11,1.71,43.5%,93.0%,15.0%,16.3%,1.86,27.8%,71.4%,40.0%,33.3%,1.61,53.6%
1986 Forest Hills SF,W vs Lendl,80.5%,53.2%,3.9%,1/2,2.35,55.6%,78.6%,48.5%,4.8%,2.20,40.0%,90.6%,58.6%,3.1%,2.54,75.0%
1985 Rome F,W vs Mecir,88.5%,49.6%,4.3%,3/3,1.98,5.0%,91.4%,50.0%,2.9%,2.02,6.1%,90.0%,48.1%,10.0%,1.96,4.3%
1983 Roland Garros F,W vs Wilander,88.4%,47.5%,6.3%,3/4,1.60,0.0%,92.0%,50.7%,8.0%,1.51,0.0%,85.7%,40.0%,2.9%,1.67,0.0%
1983 Roland Garros SF,W vs Roger Vasselin,82.5%,66.0%,3.5%,0/2,1.57,64.5%,94.9%,62.2%,5.1%,1.41,84.4%,91.7%,72.7%,0.0%,1.75,43.3%
1982 Davis Cup EUR SF RR,W vs Lendl,66.9%,47.5%,4.0%,1/5,1.83,14.6%,70.8%,41.2%,6.9%,1.68,26.8%,96.2%,54.0%,1.9%,1.98,2.4%
Career (9 matches),,77.4%,45.5%,6.3%,31.0%,1.86,19.9%,85.3%,43.8%,5.8%,1.78,24.1%,86.5%,48.9%,9.6%,1.93,16.1%
