Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,228,164,64,71.9%,360-194,65.0%,2875-2290,55.7%,60-38,61.2%,4,78.8%,13.5%,8.3%,2.2%,58.6%,71.2%,52.3%,63.4%,33.6%,48.0%,0.92
Clay,290,214,76,73.8%,475-205,69.9%,3518-2578,57.7%,52-43,54.7%,11,66.4%,28.6%,4.9%,5.4%,53.1%,68.5%,42.8%,56.5%,38.1%,47.9%,0.88
Grass,34,15,19,44.1%,47-48,49.5%,443-468,48.6%,8-9,47.1%,0,,,,,,,,,,,
Carpet,145,89,56,61.4%,183-122,60.0%,1564-1383,53.1%,23-33,41.1%,4,73.7%,10.5%,7.3%,3.2%,59.3%,71.4%,43.6%,60.1%,30.7%,45.9%,0.77
Grand Slams,121,85,36,70.2%,247-125,66.4%,1911-1498,56.1%,42-36,53.8%,0,,,,,,,,,,,
Masters,102,66,36,64.7%,149-97,60.6%,1224-1030,54.3%,20-14,58.8%,8,67.1%,31.6%,5.0%,5.9%,49.6%,68.5%,44.5%,56.4%,41.0%,49.2%,0.94
Other Tours,434,306,128,70.5%,581-292,66.6%,4445-3497,56.0%,80-71,53.0%,11,73.2%,15.4%,6.9%,3.2%,59.5%,70.5%,45.3%,60.3%,32.1%,46.5%,0.81
Best of 5,193,129,64,66.8%,399-229,63.5%,3261-2679,54.9%,50-50,50.0%,0,,,,,,,,,,,
Best of 3,504,353,151,70.0%,666-340,66.2%,5139-4040,56.0%,93-73,56.0%,19,70.9%,21.5%,6.1%,4.3%,55.5%,69.7%,44.9%,58.7%,35.6%,47.6%,0.86
Finals,36,23,13,63.9%,51-34,60.0%,410-354,53.7%,9-10,47.4%,0,,,,,,,,,,,
Semi-finals,65,36,29,55.4%,80-67,54.4%,679-638,51.6%,6-11,35.3%,0,,,,,,,,,,,
Quarter-finals,104,65,39,62.5%,134-91,59.6%,1102-943,53.9%,20-15,57.1%,2,54.5%,21.7%,5.6%,3.1%,60.6%,64.9%,33.3%,52.5%,34.8%,44.5%,0.73
vs Righties,571,403,168,70.6%,879-454,65.9%,6908-5446,55.9%,121-98,55.3%,17,70.7%,23.7%,6.1%,4.4%,55.3%,69.2%,45.3%,58.5%,37.2%,48.2%,0.90
vs Lefties,121,75,46,62.0%,174-113,60.6%,1402-1218,53.5%,22-24,47.8%,2,72.7%,4.3%,5.9%,3.7%,57.4%,74.4%,41.4%,60.3%,18.8%,41.5%,0.47
vs Top 10,104,41,63,39.4%,99-146,40.4%,1038-1191,46.6%,15-27,35.7%,2,63.2%,5.3%,4.3%,6.9%,44.8%,71.2%,42.2%,55.2%,30.5%,42.7%,0.68
