Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,15,Hard,32,17,15,53.1%,4,3,1,75.0%,1994,2009,QF,9,1.02,1.2%,3.4%,75.0%,56.8%,45.9%,54.1%,46.7%,46.4%,44.8%
Roland Garros,17,Clay,34,17,17,50.0%,5,4,1,80.0%,1992,2009,QF,10,0.94,1.0%,4.7%,68.6%,52.1%,47.8%,50.8%,46.2%,50.5%,48.7%
Wimbledon,13,Grass,25,12,13,48.0%,3,0,3,0.0%,1995,2008,R16,10,0.99,0.8%,3.7%,74.6%,60.1%,44.6%,56.1%,43.2%,56.5%,49.4%
US Open,17,Hard,30,13,17,43.3%,4,1,3,25.0%,1992,2009,R32,7,0.84,0.7%,2.7%,69.2%,51.3%,48.9%,50.6%,41.3%,54.1%,35.8%
Fed Cup,3,,4,0,4,0.0%,0,0,0,-,1999,2004,,0,,,,,,,,,,
Amelia Island,15,Clay,36,21,15,58.3%,5,2,3,40.0%,1994,2008,QF,6,0.96,2.2%,2.7%,66.8%,57.5%,49.6%,54.9%,43.5%,56.4%,34.5%
Rome,11,Clay,28,15,13,53.6%,4,3,1,75.0%,1995,2008,QF,2,0.94,0.0%,2.5%,75.3%,57.4%,35.0%,51.9%,45.1%,53.3%,42.9%
Madrid,10,Clay,15,5,10,33.3%,3,1,2,33.3%,1996,2010,SF,2,0.68,0.0%,2.0%,74.0%,48.6%,30.8%,44.0%,38.1%,31.3%,85.7%
Indian Wells,10,Hard,14,4,10,28.6%,4,1,3,25.0%,1997,2009,R32,3,0.83,0.5%,2.8%,67.4%,54.5%,38.6%,49.3%,41.8%,34.6%,57.9%
Miami,9,Hard,13,3,10,23.1%,3,1,2,33.3%,2000,2009,R64,2,0.95,0.0%,1.8%,68.3%,50.9%,51.9%,51.2%,46.4%,42.9%,66.7%
Charleston,8,Clay,12,4,8,33.3%,1,0,1,0.0%,2001,2008,R32,5,0.88,0.7%,1.5%,73.0%,55.0%,44.6%,52.2%,42.3%,53.7%,42.9%
