Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,173,78,95,45.1%,182-208,46.7%,1721-1845,48.3%,15-19,44.1%,35,-,-,0.7%,2.7%,71.7%,54.6%,45.1%,51.9%,44.2%,48.0%,0.92
Clay,218,103,115,47.2%,228-246,48.1%,2054-2161,48.7%,30-15,66.7%,34,-,-,1.2%,3.8%,69.6%,54.8%,44.9%,51.8%,43.7%,47.7%,0.91
Grass,33,15,18,45.5%,36-39,48.0%,334-352,48.7%,0-5,0.0%,12,-,-,0.7%,3.8%,73.8%,59.6%,44.0%,55.5%,44.6%,50.2%,1.00
Carpet,16,4,12,25.0%,9-26,25.7%,118-179,39.7%,2-0,100.0%,0,,,,,,,,,,,
Grand Slams,110,53,57,48.2%,121-124,49.4%,1082-1125,49.0%,8-8,50.0%,36,-,-,0.9%,3.7%,72.0%,55.6%,46.7%,53.1%,44.6%,48.8%,0.95
Premiers,89,35,54,39.3%,87-113,43.5%,838-969,46.4%,7-7,50.0%,27,-,-,0.9%,2.5%,69.9%,55.7%,43.4%,52.0%,44.0%,48.0%,0.92
Internationals,92,46,46,50.0%,110-107,50.7%,994-1009,49.6%,15-13,53.6%,15,-,-,1.0%,3.5%,71.8%,56.6%,43.7%,53.0%,43.8%,48.3%,0.93
Finals,3,3,0,100.0%,6-2,75.0%,44-30,59.5%,1-0,100.0%,0,,,,,,,,,,,
Semi-finals,8,3,5,37.5%,8-13,38.1%,75-107,41.2%,1-0,100.0%,0,,,,,,,,,,,
Quarter-finals,26,8,18,30.8%,22-37,37.3%,229-295,43.7%,3-1,75.0%,2,-,-,1.2%,1.2%,70.6%,40.0%,44.0%,41.2%,30.0%,35.4%,0.51
vs Righties,367,160,207,43.6%,376-449,45.6%,3567-3884,47.9%,35-31,53.0%,71,-,-,0.9%,3.4%,70.8%,55.3%,44.4%,52.1%,44.1%,48.1%,0.92
vs Lefties,38,17,21,44.7%,36-47,43.4%,342-415,45.2%,6-5,54.5%,10,-,-,0.7%,3.0%,73.7%,57.5%,48.0%,55.0%,44.1%,49.4%,0.98
vs Top 10,34,2,32,5.9%,6-61,9.0%,158-385,29.1%,1-2,33.3%,8,-,-,0.0%,3.5%,73.7%,53.4%,34.2%,48.4%,34.4%,41.4%,0.67
