Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,14,6,8,42.9%,1,1,0,100.0%,2007,2017,R64,12,1.02,2.5%,8.2%,53.1%,64.3%,42.8%,54.2%,46.9%,51.8%,54.0%
Roland Garros,7,Clay,13,6,7,46.2%,3,1,2,33.3%,2007,2016,R32,12,0.95,3.5%,5.9%,61.2%,63.3%,43.9%,55.8%,42.1%,57.4%,47.5%
Wimbledon,7,Grass,11,4,7,36.4%,3,1,2,33.3%,2007,2016,R16,8,0.87,7.5%,6.3%,59.6%,68.9%,42.1%,58.1%,36.3%,51.7%,37.8%
US Open,9,Hard,18,9,9,50.0%,4,2,2,50.0%,2006,2016,R32,13,1.06,4.3%,8.8%,53.1%,67.2%,44.3%,56.5%,46.1%,60.0%,47.5%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2016,2016,R64,1,0.73,7.9%,14.5%,50.0%,63.2%,34.2%,48.7%,37.3%,25.0%,66.7%
Fed Cup,2,,3,2,1,66.7%,0,0,0,-,2008,2014,,0,,,,,,,,,,
Rome,10,Clay,13,3,10,23.1%,2,0,2,0.0%,2006,2016,R32,12,0.87,3.0%,5.7%,61.6%,54.2%,44.0%,50.3%,43.3%,38.7%,41.7%
Palermo,6,Clay,19,13,6,68.4%,7,4,3,57.1%,2006,2013,SF,7,1.12,2.1%,7.6%,60.5%,65.5%,48.2%,58.7%,46.3%,64.9%,46.7%
Linz,6,Hard,14,8,6,57.1%,3,3,0,100.0%,2007,2014,SF,10,0.95,3.0%,7.0%,56.8%,65.1%,44.6%,56.3%,41.3%,54.5%,42.5%
Miami,6,Hard,7,1,6,14.3%,2,0,2,0.0%,2007,2016,R64,6,0.87,5.8%,7.0%,56.5%,61.3%,45.1%,54.3%,39.7%,52.6%,37.2%
Luxembourg,5,Hard,14,9,5,64.3%,3,2,1,66.7%,2006,2014,QF,9,1.06,3.5%,5.9%,59.2%,66.6%,47.1%,58.7%,43.9%,60.3%,44.7%
Indian Wells,5,Hard,7,2,5,28.6%,1,0,1,0.0%,2007,2015,R32,6,0.89,2.0%,11.1%,54.7%,59.4%,40.6%,50.9%,43.9%,53.7%,32.8%
