Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2016 US Open R128,L vs Larsson,27% (4/15),50% (2/4),0/0,0/0,38% (3/8),0/2,0/1,- (0/0),- (0/0)
2016 Cincinnati Q2,L vs Nara,25% (3/12),60% (3/5),0/0,0/0,40% (4/10),3/5,2/3,- (0/0),- (0/0)
2016 Cincinnati Q1,W vs Giorgi,60% (12/20),60% (3/5),2/2,1/1,57% (4/7),1/2,0/0,100% (3/3),100% (4/4)
2016 Prague $75K R32,W vs Burger,62% (8/13),47% (8/17),2/8,1/6,72% (13/18),2/3,0/0,- (0/0),- (0/0)
2016 Bastad QF,L vs Goerges,75% (6/8),63% (5/8),1/1,0/0,33% (4/12),0/2,0/1,- (0/0),- (0/0)
2016 Bastad R16,W vs Barthel,64% (7/11),75% (6/8),2/4,1/3,80% (8/10),0/0,0/0,- (0/0),- (0/0)
2016 Bastad R32,W vs Allertova,70% (7/10),63% (5/8),2/2,1/1,60% (3/5),0/0,0/0,- (0/0),- (0/0)
2016 Wimbledon R128,L vs Konjuh,83% (5/6),25% (1/4),0/0,0/0,43% (3/7),1/3,0/1,- (0/0),- (0/0)
2016 Brescia $50K F,W vs Maleckova,64% (7/11),38% (5/13),2/3,1/2,83% (5/6),0/0,0/0,- (0/0),- (0/0)
2016 Brescia $50K SF,W vs Celik,70% (7/10),56% (5/9),2/2,1/1,60% (3/5),0/0,0/0,60% (3/5),80% (4/5)
2016 Brescia $50K QF,W vs Tomova,54% (7/13),71% (5/7),2/5,1/1,86% (6/7),0/0,0/0,- (0/0),- (0/0)
2016 Brescia $50K R16,W vs Shapatava,58% (7/12),56% (5/9),2/4,1/3,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2016 Brescia $50K R32,W vs Vogt,57% (8/14),24% (4/17),2/7,1/1,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2016 Roland Garros R32,L vs Putintseva,33% (2/6),0% (0/4),0/0,0/0,55% (6/11),4/6,0/1,- (0/0),- (0/0)
2016 Roland Garros R64,W vs Sevastova,63% (10/16),33% (2/6),2/5,1/4,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2016 Rome R64,L vs Zahlavova Strycova,50% (4/8),0% (0/4),0/0,0/0,43% (3/7),4/6,3/4,- (0/0),- (0/0)
2016 Madrid R32,L vs Halep,17% (1/6),100% (1/1),0/0,0/0,14% (1/7),0/2,0/1,- (0/0),- (0/0)
2016 Madrid R64,W vs Gasparyan,61% (11/18),50% (5/10),2/4,1/2,70% (7/10),0/1,0/0,- (0/0),- (0/0)
2016 Istanbul R32,L vs Hsieh,75% (9/12),23% (3/13),1/5,0/1,30% (3/10),0/2,0/1,80% (4/5),60% (3/5)
2016 Katowice R32,L vs Broady,60% (9/15),71% (5/7),1/1,0/0,30% (3/10),2/4,0/1,86% (6/7),29% (2/7)
2016 (21 matches),,56.2%,45.7%,47.2%,42.3%,54.1%,45.2%,41.2%,80.0%,61.9%
2015 (22 matches),,57.3%,50.0%,45.6%,53.8%,58.5%,44.4%,46.7%,54.0%,43.1%
2014 (25 matches),,55.4%,45.3%,46.0%,50.0%,52.5%,47.6%,51.5%,50.0%,46.4%
2013 (50 matches),,56.6%,49.6%,62.1%,57.1%,56.2%,48.4%,45.5%,63.3%,56.1%
2012 (16 matches),,51.0%,41.8%,65.5%,53.3%,54.5%,20.0%,11.1%,40.0%,70.0%
Career (136 matches),,55.7%,47.7%,53.6%,52.8%,55.3%,44.2%,43.5%,60.3%,52.5%
