Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2016,7,6,1,85.7%,12-2,85.7%,80-38,67.8%,1-0,100.0%,0,,,,,,,,,,,,W (Brescia $50K)
2014,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-1,0.0%,0,,,,,,,,,,,,R32 (Versmold 50K)
2013,5,4,1,80.0%,8-2,80.0%,56-35,61.5%,2-0,100.0%,0,,,,,,,,,,,,F (Trnava 75K)
2012,36,24,12,66.7%,52-30,63.4%,430-325,57.0%,2-4,33.3%,0,,,,,,,,,,,,W (Mestre 50K)
2011,41,29,12,70.7%,58-25,69.9%,441-316,58.3%,5-2,71.4%,0,,,,,,,,,,,,W (2x)
2010,30,21,9,70.0%,42-23,64.6%,328-249,56.8%,3-1,75.0%,0,,,,,,,,,,,,W (Seville 10K)
2009,5,1,4,20.0%,3-8,27.3%,41-60,40.6%,1-0,100.0%,0,,,,,,,,,,,,R16 (Biberach 50K)
2008,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,0,,,,,,,,,,,,R32 (Ortisei 100K)
2007,23,17,6,73.9%,32-16,66.7%,250-181,58.0%,1-2,33.3%,0,,,,,,,,,,,,F (4x)
2006,46,28,18,60.9%,62-43,59.0%,517-448,53.6%,3-2,60.0%,0,,,,,,,,,,,,W (Monteroni D`Arbia 25K)
2005,28,13,15,46.4%,33-35,48.5%,320-312,50.6%,3-4,42.9%,0,,,,,,,,,,,,F (Lenzerheide 10K)
2004,18,8,10,44.4%,22-19,53.7%,194-184,51.3%,0-1,0.0%,0,,,,,,,,,,,,SF (Benevento 10K)
2003,11,7,4,63.6%,15-11,57.7%,127-114,52.7%,2-1,66.7%,0,,,,,,,,,,,,F (Bari 10K)
Career,252,158,94,62.7%,339-218,60.9%,2800-2287,55.0%,23-18,56.1%,0,,,,,,,,,,,,
