Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,13,5,8,38.5%,8,6,2,75.0%,2014,2023,R32,13,0.91,7.8%,2.7%,64.1%,68.9%,46.6%,60.9%,35.4%,58.4%,37.9%
Roland Garros,10,Clay,22,12,10,54.5%,16,5,11,31.3%,2012,2024,R32,20,0.98,5.1%,2.1%,64.9%,66.6%,52.6%,61.7%,37.7%,63.5%,40.1%
Wimbledon,9,Grass,11,2,9,18.2%,7,1,6,14.3%,2010,2022,R64,7,0.79,6.2%,3.0%,62.7%,67.9%,50.3%,61.4%,30.6%,57.4%,37.5%
US Open,10,Hard,18,8,10,44.4%,8,3,5,37.5%,2010,2024,R32,16,0.99,5.6%,4.0%,59.1%,71.8%,45.5%,61.1%,38.5%,54.4%,44.1%
Davis Cup,4,,12,8,4,66.7%,2,1,1,50.0%,2014,2021,,6,1.16,6.5%,2.1%,65.3%,73.0%,52.2%,65.8%,39.6%,64.3%,34.1%
Hamburg,5,Clay,17,12,5,70.6%,4,1,3,25.0%,2014,2024,F,17,1.18,5.6%,2.0%,65.1%,70.9%,51.7%,64.2%,42.3%,60.6%,50.9%
Rome Masters,4,Clay,8,4,4,50.0%,5,3,2,60.0%,2020,2023,R16,8,1.00,4.1%,1.7%,66.1%,70.0%,50.5%,63.4%,36.8%,63.3%,42.9%
Madrid Masters,3,Clay,3,0,3,0.0%,2,1,1,50.0%,2021,2023,R64,3,0.75,7.0%,1.6%,72.1%,63.1%,57.4%,61.5%,29.0%,63.3%,50.0%
Monte Carlo Masters,4,Clay,10,5,5,50.0%,5,1,4,20.0%,2016,2023,R16,10,1.05,4.5%,0.6%,62.3%,64.2%,58.4%,62.0%,39.8%,53.7%,54.9%
Indian Wells Masters,7,Hard,18,11,7,61.1%,6,3,3,50.0%,2010,2023,R16,18,1.04,4.8%,2.1%,61.0%,66.7%,49.3%,59.9%,41.8%,57.6%,41.8%
Dubai,5,Hard,11,6,5,54.5%,7,2,5,28.6%,2018,2023,SF,11,0.98,7.5%,2.7%,63.3%,70.5%,46.8%,61.8%,37.5%,69.8%,44.9%
