Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2023 Monte Carlo R64,L vs Bautista Agut,6.2,5.6,6.9,44.3%,42.2%,51.9%,58.0%,47.8%,18.4%,-11.5,-4.4,-2.0,-0.8
2023 Australian Open R128,L vs Rune,3.6,4.0,3.1,43.5%,43.2%,53.3%,50.0%,47.5%,15.0%,3.5,3.1,1.5,1.4
2022 Cincinnati R64,W vs Evans,3.8,4.1,3.5,56.5%,46.7%,60.0%,85.7%,42.7%,20.4%,5.5,8.9,6.0,7.9
2022 Wimbledon R64,L vs Kyrgios,3.0,3.8,1.9,40.8%,28.6%,42.9%,0.0%,38.8%,31.7%,-6.0,-13.6,4.5,8.0
2022 Queens Club F,L vs Berrettini,3.0,3.1,3.0,47.4%,41.7%,30.8%,-,45.0%,27.3%,-6.0,-11.5,-6.5,-11.6
2022 Queens Club SF,W vs Cilic,3.2,3.4,2.9,58.2%,45.5%,75.0%,80.0%,27.5%,41.1%,-3.0,-11.5,8.5,15.2
2022 Rome R32,W vs Rublev,3.5,3.6,3.3,53.7%,62.1%,75.0%,33.3%,47.9%,17.1%,-1.5,-2.4,9.0,14.3
2022 Madrid R64,L vs Isner,2.6,3.1,2.1,43.9%,62.1%,70.0%,-,42.6%,20.3%,5.0,9.6,3.0,5.1
2022 Indian Wells R64,L vs Monfils,3.2,3.4,3.0,41.9%,55.0%,40.0%,57.1%,50.8%,12.3%,3.5,5.5,-1.5,-2.6
2021 Paris R64,L vs Opelka,3.0,3.1,2.8,43.3%,52.2%,50.0%,16.7%,31.8%,20.5%,3.0,8.1,-6.0,-8.6
2021 Hamburg F,L vs Carreno Busta,5.0,4.7,5.4,44.7%,40.0%,30.0%,50.0%,45.2%,13.4%,-3.5,-3.8,-2.5,-2.5
2021 Monte Carlo R16,L vs Fognini,4.9,5.6,4.2,43.5%,43.3%,37.5%,47.1%,40.1%,14.3%,-4.0,-4.0,-3.5,-2.7
2021 Australian Open R32,L vs Medvedev,4.7,5.1,4.3,48.9%,47.2%,51.5%,33.3%,52.0%,24.6%,-1.5,-0.6,6.0,3.3
2021 Australian Open R128,W vs Haase,3.6,3.4,3.8,56.0%,52.0%,65.0%,28.6%,46.9%,17.4%,2.5,2.1,1.5,1.1
2020 Rotterdam SF,L vs Monfils,5.5,5.8,5.1,38.0%,48.6%,65.0%,48.4%,52.7%,6.0%,8.0,4.3,3.5,2.2
2020 Rotterdam QF,W vs Rublev,5.2,5.8,4.5,54.7%,48.0%,57.1%,50.0%,46.5%,6.2%,6.0,4.4,6.0,4.0
2020 Rotterdam R32,W vs Griekspoor,3.3,3.1,3.5,59.7%,65.2%,70.0%,0.0%,45.2%,21.7%,12.0,22.2,5.0,9.3
2019 Basel R16,W vs Fognini,3.1,3.2,2.9,51.2%,69.6%,75.0%,66.7%,48.1%,11.8%,5.5,9.5,11.5,19.2
2019 Stockholm F,L vs Shapovalov,3.4,4.2,2.1,45.5%,40.0%,54.5%,28.6%,45.4%,9.6%,-5.0,-7.6,-3.0,-4.0
2019 Budapest F,L vs Berrettini,4.4,4.6,4.2,42.3%,46.9%,18.8%,53.3%,44.6%,14.4%,-6.5,-5.9,-8.5,-7.2
Career (35 matches),,4.0,4.3,3.8,47.0%,47.6%,52.2%,48.6%,47.2%,18.6%,0.6,0.6,1.7,1.7
