Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2025-07-21),1204,7,,,,,,,,,,,,
2024,640,49,165,1604,131,1598,114,1614,,,,,,
2023,311,171,79,1730,73,1682,65,1701,,,,,,
2022,54,845,45,1821,51,1746,27,1799,45,1683,,,,
2021,42,1402,59,1776,59,1729,33,1777,105,1562,,,,
2020,31,1628,17,1885,18,1841,13,1855,,,470,90,,
2019,40,1148,20,1897,20,1848,13,1866,80,1629,451,90,,
2018,94,620,45,1797,47,1738,,,91,1586,223,270,,
2017,34,1298,38,1841,49,1756,30,1821,72,1623,782,49,,
2016,234,223,94,1697,122,1596,63,1715,,,,,,
2015,101,574,84,1723,104,1632,52,1739,96,1585,310,215,,
2014,100,558,95,1691,116,1602,68,1699,103,1562,1453,10,,
2013,226,210,211,1523,217,1462,178,1511,,,1266,15,,
2012,420,89,256,1472,282,1378,208,1472,237,1378,,,,
2011,1403,2,,,,,,,,,,,,
2010,214,230,288,1440,289,1379,252,1431,211,1395,743,45,,
2009,352,114,291,1440,270,1396,261,1417,,,,,,
2008,593,39,,,,,,,,,,,,
