Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2023 Monte Carlo R64,L vs Bautista Agut,27% (4/15),50% (2/4),0/3,44% (7/16),43% (3/7),2/2,1/1,3/4,0/0,0/1
2023 Australian Open R128,L vs Rune,31% (4/13),50% (2/4),1/5,57% (8/14),13% (1/8),1/2,0/0,0/2,0/0,0/1
2022 US Open R128,L vs De Minaur,33% (5/15),80% (4/5),2/6,71% (10/14),20% (2/10),2/4,0/0,1/3,0/0,0/0
2022 Cincinnati R64,W vs Evans,44% (4/9),75% (3/4),1/1,20% (2/10),50% (1/2),3/3,2/2,0/0,1/1,0/0
2022 Wimbledon R64,L vs Kyrgios,0% (0/12),- (0/0),0/4,58% (7/12),14% (1/7),0/0,0/0,1/3,0/0,0/1
2022 Wimbledon R128,W vs Lehecka,32% (9/28),78% (7/9),3/5,29% (8/28),25% (2/8),6/7,2/2,3/4,1/1,0/0
2022 Queen's Club F,L vs Berrettini,9% (1/11),100% (1/1),1/3,45% (5/11),40% (2/5),1/1,0/0,1/1,0/0,1/1
2022 Queen's Club SF,W vs Cilic,44% (4/9),75% (3/4),0/0,22% (2/9),100% (2/2),2/2,1/1,0/0,1/1,0/0
2022 Rome R32,W vs Rublev,33% (3/9),100% (3/3),0/0,11% (1/9),100% (1/1),3/3,2/2,0/0,1/1,0/0
2022 Madrid R64,L vs Isner,18% (2/11),50% (1/2),0/2,18% (2/11),0% (0/2),0/1,0/0,3/3,0/0,1/1
2022 Indian Wells R64,L vs Monfils,10% (1/10),0% (0/1),0/2,33% (3/9),33% (1/3),0/0,0/0,2/2,0/0,1/1
2021 Paris R64,L vs Opelka,0% (0/11),- (0/0),0/1,10% (1/10),0% (0/1),0/0,0/0,1/1,0/0,0/0
2021 US Open R128,L vs Pella,32% (6/19),33% (2/6),1/7,44% (8/18),13% (1/8),1/2,0/0,3/3,0/0,1/1
2021 Hamburg F,L vs Carreno Busta,0% (0/9),- (0/0),0/3,33% (3/9),0% (0/3),0/0,0/0,1/1,0/0,1/1
2021 Wimbledon R128,L vs Bolt,18% (3/17),100% (3/3),1/5,47% (8/17),38% (3/8),0/3,0/0,3/3,0/0,1/1
2021 Roland Garros R64,L vs Isner,7% (1/15),0% (0/1),0/2,38% (6/16),50% (3/6),0/0,0/0,4/5,0/0,2/2
2021 Roland Garros R128,W vs Marterer,40% (6/15),67% (4/6),0/0,7% (1/14),100% (1/1),3/3,1/1,0/0,0/0,0/0
2021 Monte Carlo R16,L vs Fognini,10% (1/10),100% (1/1),0/3,40% (4/10),25% (1/4),1/1,0/1,1/1,0/0,0/0
2021 Australian Open R32,L vs Medvedev,33% (7/21),43% (3/7),0/5,41% (9/22),22% (2/9),1/2,1/1,1/3,0/0,0/1
2021 Australian Open R64,W vs Andujar,56% (10/18),70% (7/10),1/3,37% (7/19),57% (4/7),5/6,2/3,0/0,1/1,0/0
2023 (2 matches),,28.6%,50.0%,12.5%,50.0%,26.7%,75.0%,100.0%,50.0%,-,0.0%
2022 (9 matches),,25.4%,75.9%,30.4%,35.4%,30.0%,81.0%,100.0%,68.8%,100.0%,75.0%
2021 (10 matches),,24.7%,63.2%,10.0%,31.6%,30.6%,71.4%,66.7%,78.9%,100.0%,83.3%
2020 (9 matches),,35.4%,69.6%,36.7%,38.0%,30.6%,79.3%,100.0%,69.2%,100.0%,40.0%
2019 (40 matches),,38.5%,72.2%,21.5%,33.3%,38.7%,80.2%,72.4%,75.4%,77.3%,78.6%
Career (298 matches),,38.4%,73.0%,25.6%,34.0%,32.2%,79.3%,82.2%,70.1%,86.1%,63.6%
