Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,8,3,5,37.5%,7-11,38.9%,92-96,48.9%,0-4,0.0%,8,71.7%,28.3%,2.6%,1.8%,67.3%,64.5%,49.0%,59.4%,39.3%,49.7%,0.97,R16 (3x)
2023,5,3,2,60.0%,7-5,58.3%,65-52,55.6%,0-1,0.0%,5,81.4%,28.8%,3.6%,2.7%,64.5%,69.1%,47.3%,61.3%,40.5%,51.1%,1.05,SF (Prague)
2019,12,10,2,83.3%,18-8,69.2%,144-117,55.2%,3-0,100.0%,11,76.4%,33.6%,4.3%,1.2%,66.3%,66.6%,54.2%,62.4%,43.5%,52.5%,1.16,W (Heilbronn)
2017,62,47,15,75.8%,101-36,73.7%,757-527,59.0%,10-7,58.8%,62,81.2%,37.1%,5.0%,1.9%,64.3%,69.1%,54.9%,64.0%,43.9%,53.8%,1.22,W (5x)
2016,23,14,9,60.9%,29-21,58.0%,258-224,53.5%,2-5,28.6%,22,77.4%,30.1%,5.1%,1.5%,66.3%,67.7%,51.8%,62.3%,41.4%,51.6%,1.10,F (2x)
2015,38,28,10,73.7%,58-27,68.2%,454-356,56.0%,8-0,100.0%,37,78.8%,34.3%,5.1%,2.0%,65.3%,69.0%,52.3%,63.2%,43.1%,53.0%,1.17,W (2x)
2014,39,26,13,66.7%,58-35,62.4%,491-445,52.5%,10-8,55.6%,39,80.5%,24.5%,7.8%,2.4%,59.9%,72.9%,51.6%,64.4%,37.8%,50.8%,1.06,W (2x)
2013,21,12,9,57.1%,27-23,54.0%,236-238,49.8%,7-1,87.5%,21,70.1%,28.5%,5.0%,2.5%,55.9%,66.4%,49.2%,58.8%,41.2%,49.9%,1.00,SF (2x)
2012,11,4,7,36.4%,12-14,46.2%,122-124,49.6%,2-1,66.7%,11,67.5%,29.8%,5.8%,3.2%,56.1%,68.8%,46.6%,59.1%,41.2%,50.0%,1.01,R16 (4x)
2011,1,0,1,0.0%,1-2,33.3%,16-19,45.7%,1-1,50.0%,1,75.0%,17.6%,0.9%,0.0%,75.0%,54.8%,67.9%,58.0%,37.0%,46.9%,0.88,R32 (Milan)
2010,25,13,12,52.0%,30-30,50.0%,278-282,49.6%,4-2,66.7%,25,72.0%,27.2%,5.9%,2.9%,61.1%,67.1%,47.0%,59.3%,40.3%,49.8%,0.99,F (Kosice)
2009,19,9,10,47.4%,21-22,48.8%,191-207,48.0%,3-4,42.9%,0,,,,,,,,,,,,F (San Sebastian)
2008,8,4,4,50.0%,8-11,42.1%,86-92,48.3%,0-1,0.0%,0,,,,,,,,,,,,SF (Knoxville)
Career,272,173,99,63.6%,377-245,60.6%,3190-2779,53.4%,50-35,58.8%,242,77.2%,31.0%,5.4%,2.2%,62.7%,68.7%,51.4%,62.3%,41.5%,51.7%,1.10,
