Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,15,3,12,20.0%,10-29,25.6%,155-222,41.1%,2-2,50.0%,15,68.1%,13.8%,5.5%,1.9%,65.0%,63.3%,51.2%,59.0%,33.1%,46.6%,0.81,QF (Pune)
2022,36,19,17,52.8%,43-47,47.8%,451-459,49.6%,10-9,52.6%,36,77.0%,21.6%,4.8%,2.5%,64.1%,68.6%,52.1%,62.7%,35.9%,49.6%,0.96,F (Queen's Club)
2021,43,20,23,46.5%,47-58,44.8%,513-506,50.3%,5-12,29.4%,42,78.2%,23.0%,6.0%,2.9%,62.9%,69.8%,51.0%,62.9%,36.8%,50.0%,0.99,F (Hamburg)
2020,28,16,12,57.1%,39-31,55.7%,356-329,52.0%,5-8,38.5%,28,77.2%,27.4%,5.2%,2.1%,65.4%,68.4%,49.7%,61.9%,39.9%,51.1%,1.05,SF (2x)
2019,49,31,18,63.3%,77-53,59.2%,681-615,52.5%,10-9,52.6%,49,79.5%,25.8%,6.3%,1.8%,65.8%,70.1%,51.9%,63.9%,39.2%,51.4%,1.09,F (2x)
2018,31,14,17,45.2%,36-38,48.6%,355-357,49.9%,4-7,36.4%,31,76.0%,24.1%,6.1%,2.9%,62.6%,67.5%,51.3%,61.5%,38.0%,49.6%,0.99,SF (Dubai)
2017,8,6,2,75.0%,12-6,66.7%,99-84,54.1%,2-1,66.7%,7,85.7%,21.3%,9.5%,2.5%,67.0%,73.2%,52.7%,66.4%,35.3%,51.3%,1.05,F (Paris Masters)
2016,6,1,5,16.7%,2-9,18.2%,33-61,35.1%,0-0,-,5,54.3%,16.7%,5.2%,3.6%,67.4%,57.5%,42.0%,52.4%,34.8%,43.9%,0.73,R16 (Sofia)
2015,17,4,13,23.5%,13-31,29.5%,185-238,43.7%,1-5,16.7%,14,70.6%,19.4%,5.1%,4.0%,59.7%,65.5%,50.1%,59.3%,35.5%,47.6%,0.87,R16 (Estoril)
2014,11,7,4,63.6%,17-9,65.4%,133-107,55.4%,0-1,0.0%,8,79.7%,23.5%,8.8%,1.5%,59.3%,73.1%,54.1%,65.4%,36.4%,50.5%,1.05,R16 (3x)
2013,1,0,1,0.0%,1-2,33.3%,12-17,41.4%,0-1,0.0%,1,78.6%,7.1%,5.8%,1.0%,57.7%,75.0%,45.5%,62.5%,34.0%,49.0%,0.91,R32 (Marseille)
2012,3,1,2,33.3%,2-5,28.6%,19-36,34.5%,0-0,-,3,40.7%,28.6%,0.6%,3.7%,58.6%,51.6%,37.3%,45.7%,36.5%,41.1%,0.67,R32 (Barcelona)
2010,8,3,5,37.5%,6-12,33.3%,75-100,42.9%,3-0,100.0%,8,66.3%,17.4%,5.4%,3.3%,64.9%,63.4%,49.2%,58.4%,36.0%,46.8%,0.87,SF (Belgrade)
2009,1,0,1,0.0%,1-2,33.3%,8-14,36.4%,0-0,-,1,36.4%,36.4%,1.6%,1.6%,59.0%,55.6%,36.0%,47.5%,43.8%,45.6%,0.83,R32 (Belgrade)
Career,257,125,132,48.6%,306-332,48.0%,3075-3145,49.4%,42-55,43.3%,248,75.9%,22.9%,5.8%,2.5%,64.0%,68.2%,50.9%,62.0%,37.3%,49.7%,0.98,
