Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
5,Amer Delic [BIH],2,3,40.0%,4,1,3,25.0%,2004,2011,1,1.06,12.6%,0.0%,67.8%,71.2%,60.7%,67.8%,34.1%,77.8%,40.0%
5,Bobby Reynolds [USA],3,2,60.0%,4,3,1,75.0%,2003,2005,0,,,,,,,,,,
4,Kevin Kim [USA],1,3,25.0%,4,3,1,75.0%,2003,2007,0,,,,,,,,,,
4,KJ Hippensteel [USA],2,2,50.0%,3,2,1,66.7%,2004,2004,0,,,,,,,,,,
3,Austin Krajicek [USA],2,1,66.7%,1,0,1,0.0%,2016,2016,3,1.12,8.2%,5.6%,64.4%,68.7%,57.8%,64.8%,39.6%,64.3%,40.9%
3,Ivo Karlovic [CRO],0,3,0.0%,4,1,3,25.0%,2003,2016,1,0.55,7.8%,6.5%,51.9%,82.5%,45.9%,64.9%,19.3%,75.0%,0.0%
3,Jan Hernych [CZE],2,1,66.7%,1,0,1,0.0%,2003,2016,1,2.04,28.0%,0.0%,68.0%,76.5%,87.5%,80.0%,40.7%,0,25.0%
3,Jesse Levine [CAN],0,3,0.0%,1,0,1,0.0%,2011,2013,3,0.70,7.4%,3.4%,53.2%,61.1%,48.4%,55.2%,31.3%,66.7%,30.0%
3,Robert Kendrick [USA],2,1,66.7%,1,0,1,0.0%,2005,2012,1,2.79,7.7%,2.6%,66.7%,80.8%,76.9%,79.5%,57.1%,66.7%,83.3%
3,Blake Strode [USA],3,0,100.0%,0,0,0,-,2011,2012,2,2.01,4.9%,2.4%,62.2%,72.5%,67.7%,70.7%,58.9%,66.7%,57.9%
3,Todd Widom [USA],3,0,100.0%,1,1,0,100.0%,2004,2005,0,,,,,,,,,,
3,Paul Goldstein [USA],1,2,33.3%,2,1,1,50.0%,2003,2004,1,0.51,4.8%,0.0%,73.8%,61.3%,18.2%,50.0%,25.5%,20.0%,0
3,Matias Boeker [USA],1,2,33.3%,1,1,0,100.0%,2003,2004,0,,,,,,,,,,
2,Liam Broady [GBR],2,0,100.0%,0,0,0,-,2016,2016,2,1.51,4.9%,3.9%,60.8%,72.6%,62.5%,68.6%,47.3%,50.0%,66.7%
2,Tim Smyczek [USA],1,1,50.0%,0,0,0,-,2016,2016,2,1.02,3.6%,5.8%,56.8%,75.9%,46.7%,63.3%,37.5%,42.9%,33.3%
