Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,2,Hard,3,1,2,33.3%,7,3,4,42.9%,2013,2016,R64,3,1.07,8.9%,3.0%,68.8%,74.8%,48.7%,66.7%,35.5%,68.0%,44.0%
Roland Garros,2,Clay,3,1,2,33.3%,3,3,0,100.0%,2012,2016,R64,3,0.89,7.0%,2.3%,59.4%,65.4%,53.6%,60.6%,35.1%,50.0%,39.1%
Wimbledon,2,Grass,5,3,2,60.0%,2,1,1,50.0%,2012,2016,R16,5,1.23,6.6%,4.4%,60.7%,75.7%,57.7%,68.6%,38.5%,47.4%,40.5%
US Open,6,Hard,8,2,6,25.0%,4,4,0,100.0%,2003,2016,R64,8,0.87,5.4%,6.4%,57.6%,68.0%,49.0%,60.0%,34.8%,58.1%,30.1%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2016,2016,R64,1,0.91,4.8%,1.0%,62.9%,72.7%,33.3%,58.1%,38.1%,45.5%,55.6%
Washington,5,Hard,7,2,5,28.6%,4,2,2,50.0%,2003,2016,R32,7,0.93,6.0%,5.4%,61.3%,72.4%,47.4%,62.7%,34.8%,61.0%,18.0%
Memphis,3,Hard,4,1,3,25.0%,3,1,2,33.3%,2003,2005,R16,4,0.79,4.3%,5.9%,68.5%,72.7%,41.7%,63.0%,29.3%,62.5%,30.8%
Newport,2,Grass,6,4,2,66.7%,3,2,1,66.7%,2004,2016,R16,6,1.01,7.7%,8.1%,62.7%,72.1%,48.7%,63.4%,36.8%,65.8%,51.9%
Nice,2,Clay,6,4,2,66.7%,4,2,2,50.0%,2012,2016,F,6,0.96,4.0%,2.9%,63.7%,63.0%,49.7%,58.2%,40.3%,54.7%,42.3%
Cincinnati Masters,2,Hard,4,2,2,50.0%,2,2,0,100.0%,2012,2013,R32,4,0.95,7.4%,7.0%,61.3%,73.8%,46.8%,63.4%,34.8%,52.9%,30.0%
Miami Masters,2,Hard,2,0,2,0.0%,0,0,0,-,2004,2016,R128,2,0.69,3.2%,8.0%,60.0%,64.0%,34.0%,52.0%,33.3%,57.9%,42.9%
