Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,41,10,31,24.4%,36-68,34.6%,467-583,44.5%,15-11,57.7%,41,74.0%,15.3%,5.8%,5.2%,62.2%,69.5%,46.6%,60.8%,34.2%,47.5%,0.87
Clay,9,5,4,55.6%,13-13,50.0%,125-135,48.1%,5-2,71.4%,9,69.0%,25.0%,5.2%,2.6%,62.0%,63.9%,51.4%,59.1%,38.2%,49.1%,0.94
Grass,10,5,5,50.0%,13-15,46.4%,138-131,51.3%,2-3,40.0%,10,84.0%,19.5%,6.1%,6.4%,62.6%,72.9%,53.4%,65.6%,36.5%,50.9%,1.06
Grand Slams,19,7,12,36.8%,30-33,47.6%,298-315,48.6%,11-5,68.8%,19,77.6%,18.8%,6.5%,4.8%,60.5%,70.5%,51.5%,63.0%,35.8%,49.3%,0.97
Masters,7,2,5,28.6%,4-10,28.6%,57-80,41.6%,2-0,100.0%,7,69.2%,14.3%,6.5%,7.0%,60.3%,70.7%,40.2%,58.6%,34.2%,45.9%,0.83
Other Tours,34,11,23,32.4%,28-53,34.6%,375-454,45.2%,9-11,45.0%,34,73.5%,17.0%,5.0%,4.8%,64.0%,67.8%,47.2%,60.4%,34.9%,47.8%,0.88
Best of 5,19,7,12,36.8%,30-33,47.6%,298-315,48.6%,11-5,68.8%,19,77.6%,18.8%,6.5%,4.8%,60.5%,70.5%,51.5%,63.0%,35.8%,49.3%,0.97
Best of 3,41,13,28,31.7%,32-63,33.7%,432-534,44.7%,11-11,50.0%,41,72.9%,16.6%,5.2%,5.1%,63.5%,68.2%,46.2%,60.2%,34.8%,47.6%,0.87
Finals,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,55.6%,0.0%,6.2%,4.6%,73.8%,58.3%,35.3%,52.3%,25.5%,41.1%,0.54
Semi-finals,1,1,0,100.0%,2-1,66.7%,18-13,58.1%,0-1,0.0%,1,66.7%,53.3%,6.0%,1.7%,62.1%,61.1%,43.2%,54.3%,52.0%,53.3%,1.14
Quarter-finals,1,1,0,100.0%,2-1,66.7%,17-15,53.1%,1-0,100.0%,1,75.0%,26.7%,1.9%,1.9%,61.1%,65.2%,57.1%,62.0%,37.6%,50.7%,0.99
vs Righties,55,18,37,32.7%,54-87,38.3%,651-770,45.8%,21-16,56.8%,55,74.4%,17.2%,5.6%,4.8%,62.9%,68.7%,48.3%,61.1%,35.0%,48.1%,0.90
vs Lefties,5,2,3,40.0%,8-9,47.1%,79-79,50.0%,1-0,100.0%,5,79.2%,20.0%,6.9%,6.3%,56.3%,73.7%,49.5%,63.2%,37.1%,50.0%,1.01
vs Top 10,4,1,3,25.0%,4-8,33.3%,53-67,44.2%,2-0,100.0%,4,71.7%,13.8%,3.5%,5.8%,62.1%,65.6%,50.3%,59.8%,32.6%,46.6%,0.81
