Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2022 US Open R128,L vs Kwon,101.1,106.8,12.5,106.6,97.9,129,63,92.4,13.0,93.5,88.5,136,67
2021 Wimbledon R128,L vs Dimitrov,106.9,114.3,8.4,118.5,109.7,128,97,93.7,6.8,93.8,93.9,107,77
2019 US Open R64,L vs Chung,101.9,108.3,8.3,108.3,105.9,134,89,88.3,6.7,88.3,90.5,103,75
2019 Wimbledon R16,L vs Goffin,111.7,119.3,9.9,123.6,112.9,137,94,96.2,6.5,97.2,95.8,111,82
2019 Wimbledon R32,W vs Fabbiano,110.2,116.9,9.6,120.2,110.6,134,93,95.6,9.2,96.0,90.0,112,78
2019 Wimbledon R64,W vs Edmund,109.4,116.8,9.5,122.3,111.3,136,99,93.5,4.4,94.6,92.3,103,85
2019 Roland Garros R64,L vs Hoang,104.1,110.9,9.2,,,131,88,87.1,7.0,,,103,71
2019 Roland Garros R128,W vs Evans,102.6,108.9,9.8,,,131,83,86.7,6.5,,,101,76
2018 US Open R32,L vs Del Potro,101.6,109.4,10.5,114.0,108.0,135,90,87.1,6.6,89.2,87.8,106,75
2018 US Open R64,W vs Murray,101.7,107.6,10.4,113.1,104.1,133,86,89.4,7.8,94.7,93.4,108,74
2017 US Open R64,L vs Lopez,102.3,109.7,11.1,117.9,105.3,132,76,90.4,6.9,92.8,90.8,104,74
2017 Wimbledon R128,L vs Anderson,103.6,109.8,8.3,112.8,107.1,127,94,92.5,4.9,99.7,91.6,103,81
2017 Roland Garros R16,L vs Nishikori,99.7,103.9,7.1,104.9,102.9,126,86,87.1,5.2,90.5,85.0,95,76
2017 Roland Garros R32,W vs Cuevas,96.9,101.2,10.5,,,127,62,86.6,6.8,,,97,76
2017 Roland Garros R64,W vs Herbert,98.2,103.0,8.5,,,124,85,84.9,7.2,,,99,70
2017 Roland Garros R128,W vs Zverev,103.4,108.1,7.2,109.9,106.7,129,90,89.4,6.9,91.0,,112,74
2017 Australian Open R128,L vs Djokovic,105.7,113.9,10.4,115.5,112.9,133,97,95.9,9.4,98.0,94.3,124,78
2016 US Open R128,L vs Wawrinka,107.2,116.0,9.9,118.1,113.9,133,100,93.2,8.0,91.0,93.6,112,77
2016 Wimbledon R128,L vs Tomic,109.3,115.8,8.7,119.5,114.2,130,96,94.4,6.5,95.3,98.8,113,83
2016 Roland Garros R32,L vs Nishikori,102.6,108.5,12.7,,,131,74,87.8,7.5,,,103,74
Career (65 matches),,106.4,111.4,9.9,115.8,108.8,138,62,92.4,7.1,94.2,92.9,142,66
