Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2022 US Open R128,L vs Kwon,35.3%,42.9%,41.1%,39.2%,42.6%,52.9%,43.6%,49.6%,19.2%,57.1%,66.7%,27.7%,31.9%,38.2%,40
2020 Australian Open R32,L vs Zverev,19.0%,28.6%,40.9%,24.2%,28.6%,38.8%,37.1%,37.3%,47.8%,53.8%,100.0%,6.1%,15.2%,45.2%,-55
2019 Kitzbuhel QF,L vs Sonego,21.4%,40.0%,52.0%,35.0%,21.6%,47.1%,55.0%,40.2%,30.8%,72.0%,71.4%,28.6%,28.6%,40.0%,113
2019 Wimbledon R16,L vs Goffin,32.1%,44.5%,48.3%,38.4%,43.8%,55.1%,48.0%,53.5%,31.4%,48.1%,40.0%,11.9%,28.6%,48.6%,-3
2019 Queens Club R32,L vs Medvedev,28.8%,45.8%,44.4%,35.6%,41.4%,69.0%,58.8%,55.2%,38.5%,68.8%,50.0%,20.8%,29.2%,31.6%,65
2019 Barcelona R64,W vs Lopez,32.8%,35.9%,52.5%,36.3%,31.9%,36.2%,56.3%,36.6%,33.3%,65.4%,66.7%,42.9%,42.9%,37.5%,188
2019 Dubai R16,L vs Federer,32.9%,41.4%,60.5%,36.9%,41.3%,45.7%,70.4%,47.4%,17.4%,82.6%,100.0%,20.0%,40.0%,43.8%,65
2019 Rotterdam R16,L vs Medvedev,13.5%,23.0%,46.8%,18.5%,17.0%,27.7%,43.6%,24.9%,38.1%,73.1%,66.7%,8.0%,16.0%,52.2%,-37
2019 Sofia QF,L vs Berrettini,33.7%,42.6%,48.4%,42.0%,41.5%,50.8%,52.6%,54.5%,25.0%,62.2%,100.0%,21.2%,30.3%,42.3%,47
2019 Australian Open R32,L vs Cilic,37.6%,47.9%,44.3%,42.7%,44.2%,54.9%,42.9%,51.7%,51.0%,56.3%,81.8%,26.1%,37.0%,47.1%,69
2018 Shenzhen SF,L vs Nishioka,30.7%,42.6%,46.9%,39.3%,43.1%,58.6%,57.6%,58.1%,47.8%,62.9%,60.0%,16.2%,24.3%,35.5%,35
2018 Shenzhen QF,W vs Murray,28.1%,43.9%,67.6%,36.0%,46.9%,56.3%,70.6%,60.9%,30.8%,36.8%,50.0%,4.8%,33.3%,65.0%,-74
2018 US Open R32,L vs Del Potro,23.1%,34.3%,46.9%,26.9%,33.3%,43.5%,52.2%,39.3%,32.3%,63.2%,25.0%,5.4%,18.9%,40.0%,-62
2018 US Open R64,W vs Murray,21.1%,34.6%,52.0%,29.8%,21.7%,39.8%,55.4%,35.8%,37.8%,43.5%,33.3%,23.3%,30.2%,45.5%,102
2018 Rio de Janeiro F,L vs Schwartzman,18.4%,28.6%,40.5%,26.1%,24.0%,40.0%,57.9%,39.2%,44.4%,81.3%,100.0%,14.3%,19.0%,22.2%,25
2017 Paris R16,W vs Thiem,23.5%,41.2%,66.7%,36.1%,26.8%,46.3%,70.0%,42.4%,35.0%,66.7%,50.0%,10.0%,20.0%,55.6%,-79
2017 Stockholm SF,L vs Del Potro,24.1%,35.2%,51.9%,32.0%,27.4%,41.1%,58.5%,39.2%,46.7%,74.4%,100.0%,18.8%,25.0%,38.5%,51
2017 Cincinnati R64,L vs Zverev,35.1%,49.1%,54.3%,41.8%,41.2%,52.9%,55.0%,52.4%,29.4%,70.6%,50.0%,28.6%,47.6%,53.3%,53
2017 Bastad SF,L vs Ferrer,19.6%,27.1%,50.0%,26.8%,28.1%,40.4%,48.8%,41.6%,38.9%,74.4%,77.8%,11.4%,13.6%,51.3%,-8
2017 Madrid R64,L vs Zverev,13.3%,23.3%,46.8%,19.5%,21.1%,34.2%,53.3%,30.8%,28.6%,88.2%,100.0%,0.0%,5.9%,35.3%,-118
Career (54 matches),,26.7%,37.7%,49.0%,33.5%,32.5%,45.2%,52.1%,42.9%,34.0%,61.2%,63.9%,18.4%,27.4%,43.4%,59
