Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,10,3,7,30.0%,7-15,31.8%,82-114,41.8%,0-2,0.0%,10,69.4%,14.6%,4.7%,6.5%,59.3%,66.8%,44.6%,57.8%,33.8%,46.2%,0.80,QF (Segovia)
2022,37,21,16,56.8%,45-37,54.9%,415-376,52.5%,6-7,46.2%,37,76.0%,28.7%,5.6%,4.9%,64.3%,69.3%,49.4%,62.2%,40.0%,51.1%,1.06,W (Monterrey)
2021,16,7,9,43.8%,19-21,47.5%,197-203,49.3%,4-5,44.4%,16,75.8%,23.4%,7.6%,3.9%,64.9%,69.4%,49.3%,62.3%,38.6%,50.3%,1.03,SF (Tenerife)
2012,1,0,1,0.0%,1-2,33.3%,15-18,45.5%,1-0,100.0%,1,56.3%,31.3%,2.6%,5.2%,62.1%,55.6%,43.2%,50.9%,43.9%,47.4%,0.89,R32 (Prostejov)
2007,5,5,0,100.0%,10-0,100.0%,61-35,63.5%,0-0,-,0,,,,,,,,,,,,W (Segovia)
2006,3,2,1,66.7%,5-3,62.5%,44-33,57.1%,1-1,50.0%,0,,,,,,,,,,,,QF (Segovia)
2003,25,15,10,60.0%,31-26,54.4%,295-260,53.2%,6-6,50.0%,0,,,,,,,,,,,,SF (2x)
2002,23,15,8,65.2%,33-24,57.9%,285-265,51.8%,6-2,75.0%,0,,,,,,,,,,,,F (Segovia)
2001,1,0,1,0.0%,0-2,0.0%,8-12,40.0%,0-0,-,0,,,,,,,,,,,,R32 (Seville)
Career,121,68,53,56.2%,151-130,53.7%,1402-1316,51.6%,24-23,51.1%,64,74.6%,25.3%,5.9%,4.8%,63.7%,68.6%,48.4%,61.3%,38.9%,50.1%,1.00,
