Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Indian Wells F,L vs Sinner,0.0%,-,10.7%,52.9%,13.2%,20.7%,0.0%,4.7%,16.0%,1.0%,33.3%,-63,-51
2026 Indian Wells SF,W vs Alcaraz,0.0%,-,9.5%,53.8%,12.7%,10.0%,100.0%,12.5%,35.7%,0.0%,-,-61,-74
2026 Indian Wells QF,W vs Draper,0.0%,-,5.6%,50.0%,12.7%,18.8%,0.0%,11.5%,5.3%,1.3%,0.0%,-33,-18
2026 Indian Wells R32,W vs Baez,0.0%,-,13.2%,60.0%,10.0%,8.6%,50.0%,8.5%,14.3%,0.3%,0.0%,-32,-52
2026 Indian Wells R64,W vs Tabilo,0.0%,-,4.6%,80.0%,12.5%,16.7%,6.3%,8.0%,7.7%,0.4%,0.0%,-53,-63
2026 Dubai SF,W vs Auger Aliassime,0.0%,-,3.7%,50.0%,8.5%,0.0%,0.0%,9.0%,23.1%,1.0%,0.0%,-113,-91
2026 Dubai QF,W vs Brooksby,0.0%,-,10.2%,77.8%,11.1%,16.7%,0.0%,6.5%,10.0%,0.6%,0.0%,-10,-22
2026 Dubai R16,W vs Wawrinka,0.0%,-,0.9%,100.0%,13.2%,9.7%,0.0%,4.9%,5.3%,1.3%,33.3%,-124,-108
2026 Dubai R32,W vs Shang,0.0%,-,4.1%,75.0%,2.7%,0.0%,0.0%,11.1%,4.3%,0.5%,0.0%,-49,-32
2026 Doha R16,L vs Tsitsipas,1.8%,100.0%,10.8%,61.5%,9.5%,6.3%,0.0%,7.4%,30.8%,1.5%,66.7%,-88,-62
2026 Rotterdam R32,L vs Humbert,0.0%,-,6.0%,91.7%,12.4%,37.5%,0.0%,8.1%,0.0%,3.8%,33.3%,-36,22
2026 Australian Open R16,L vs Tien,5.1%,50.0%,15.0%,60.9%,5.1%,15.0%,0.0%,13.5%,23.5%,1.8%,0.0%,-48,-18
2026 Australian Open R128,W vs De Jong,2.0%,100.0%,17.1%,74.4%,15.3%,14.9%,60.0%,9.0%,11.4%,2.0%,33.3%,-45,-27
2026 Brisbane F,W vs Nakashima,0.0%,-,11.1%,64.3%,6.5%,5.6%,0.0%,6.4%,12.5%,1.2%,0.0%,-70,-58
2026 Brisbane SF,W vs Michelsen,1.5%,100.0%,9.3%,61.5%,18.5%,24.0%,50.0%,11.8%,14.3%,0.5%,0.0%,-33,-9
2026 Brisbane QF,W vs Majchrzak,1.3%,100.0%,9.8%,83.3%,14.4%,20.3%,33.3%,7.1%,15.8%,1.7%,16.7%,-12,2
2026 Brisbane R16,W vs Tiafoe,2.6%,100.0%,10.0%,66.7%,13.6%,14.3%,0.0%,7.8%,22.2%,0.0%,-,-60,-17
2026 Brisbane R32,W vs Fucsovics,0.0%,-,8.1%,87.5%,10.9%,8.7%,33.3%,15.6%,62.5%,0.6%,0.0%,-10,1
2025 Paris R64,W vs Munar,2.1%,100.0%,22.4%,63.6%,11.2%,10.3%,0.0%,9.1%,20.0%,3.4%,28.6%,-30,-29
2025 Almaty F,W vs Moutet,0.0%,-,35.3%,65.7%,6.0%,5.3%,4.5%,6.3%,7.1%,0.2%,0.0%,-55,-43
Career (340 matches),,1.6%,67.5%,9.8%,66.0%,10.2%,14.8%,9.1%,6.6%,19.1%,1.3%,29.6%,-84,-54
