Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,10,Hard,41,31,10,75.6%,29,16,13,55.2%,2017,2026,F,41,1.19,11.5%,4.5%,63.6%,75.8%,49.9%,66.3%,40.2%,62.6%,46.2%
Roland Garros,9,Clay,19,10,9,52.6%,5,2,3,40.0%,2017,2025,QF,19,1.09,7.2%,4.8%,61.4%,69.8%,49.5%,62.0%,41.5%,56.1%,41.8%
Wimbledon,8,Grass,28,20,8,71.4%,17,10,7,58.8%,2016,2025,SF,25,1.13,10.4%,4.3%,62.6%,76.8%,50.7%,67.0%,37.4%,58.8%,43.8%
US Open,10,Hard,42,33,9,78.6%,18,11,7,61.1%,2016,2025,W,41,1.27,11.7%,5.5%,59.5%,76.8%,51.1%,66.4%,42.6%,65.4%,46.1%
Olympics,2,,7,5,2,71.4%,3,1,2,33.3%,2021,2024,QF,3,1.37,5.2%,1.9%,76.1%,72.9%,54.1%,68.4%,43.4%,71.4%,58.8%
Davis Cup,4,,9,8,1,88.9%,4,3,1,75.0%,2017,2021,,8,1.27,11.2%,4.9%,61.1%,77.1%,50.0%,66.5%,42.4%,63.2%,52.5%
Miami Masters,8,Hard,27,20,7,74.1%,11,6,5,54.5%,2018,2026,W,26,1.20,11.0%,5.0%,62.6%,76.2%,52.8%,67.4%,39.1%,65.3%,45.3%
Indian Wells Masters,9,Hard,34,25,9,73.5%,12,7,5,58.3%,2017,2026,F,34,1.15,7.5%,4.4%,59.9%,72.3%,53.5%,64.7%,40.5%,64.8%,40.7%
Dubai,6,Hard,20,16,4,80.0%,2,1,1,50.0%,2017,2026,W,19,1.35,10.9%,4.3%,62.9%,76.5%,55.1%,68.6%,42.5%,66.1%,44.5%
Doha,3,Hard,9,7,2,77.8%,1,1,0,100.0%,2023,2026,W,9,1.21,8.6%,3.2%,69.3%,74.8%,52.9%,68.1%,38.5%,66.7%,49.0%
Rotterdam,7,Hard,19,13,6,68.4%,8,4,4,50.0%,2018,2026,W,19,1.20,9.5%,4.7%,62.4%,74.4%,49.3%,64.9%,42.0%,69.9%,36.9%
Brisbane,2,Hard,9,8,1,88.9%,4,2,2,50.0%,2018,2026,W,9,1.25,14.6%,5.1%,63.7%,74.8%,53.6%,67.1%,41.1%,74.5%,47.8%
